HAX54_000001-T1	IPR018545
HAX54_008634-T1	IPR001441
HAX54_008637-T1	IPR000172
HAX54_008637-T1	IPR007867
HAX54_008638-T1	IPR003854
HAX54_008641-T1	IPR010264
HAX54_008642-T1	IPR010264
HAX54_008643-T1	IPR010264
HAX54_008644-T1	IPR001351
HAX54_008652-T1	IPR002164
HAX54_008655-T1	IPR001830
HAX54_008655-T1	IPR003337
HAX54_008655-T1	IPR006379
HAX54_008656-T1	IPR002553
HAX54_008657-T1	IPR002553
HAX54_008658-T1	IPR002553
HAX54_008658-T1	IPR008152
HAX54_008658-T1	IPR008153
HAX54_008659-T1	IPR004883
HAX54_008660-T1	IPR004883
HAX54_008661-T1	IPR000594
HAX54_008662-T1	IPR008689
HAX54_008666-T1	IPR019190
HAX54_008667-T1	IPR001128
HAX54_008667-T1	IPR002401
HAX54_008668-T1	IPR001810
HAX54_008679-T1	IPR004181
HAX54_008680-T1	IPR004326
HAX54_008681-T1	IPR001461
HAX54_008681-T1	IPR032799
HAX54_008681-T1	IPR032861
HAX54_008681-T1	IPR033121
HAX54_008682-T1	IPR002156
HAX54_008686-T1	IPR006214
HAX54_008689-T1	IPR005378
HAX54_008704-T1	IPR000330
HAX54_008704-T1	IPR001650
HAX54_008704-T1	IPR014001
HAX54_008704-T1	IPR015194
HAX54_008704-T1	IPR015195
HAX54_008704-T1	IPR017884
HAX54_008707-T1	IPR002109
HAX54_008707-T1	IPR011905
HAX54_008707-T1	IPR014025
HAX54_008711-T1	IPR019378
HAX54_008714-T1	IPR011598
HAX54_008717-T1	IPR000109
HAX54_008718-T1	IPR000109
HAX54_008721-T1	IPR000182
HAX54_008722-T1	IPR000719
HAX54_008723-T1	IPR001892
HAX54_008723-T1	IPR019980
HAX54_008725-T1	IPR000850
HAX54_008725-T1	IPR006259
HAX54_008726-T1	IPR000719
HAX54_008728-T1	IPR001107
HAX54_008729-T1	IPR000073
HAX54_008729-T1	IPR000639
HAX54_008730-T1	IPR000073
HAX54_008730-T1	IPR000639
HAX54_008731-T1	IPR012946
HAX54_008732-T1	IPR002885
HAX54_008733-T1	IPR000308
HAX54_008733-T1	IPR023410
HAX54_008734-T1	IPR013969
HAX54_008735-T1	IPR011598
HAX54_008742-T1	IPR020795
HAX54_008743-T1	IPR020795
HAX54_008743-T1	IPR040855
HAX54_008744-T1	IPR019007
HAX54_008745-T1	IPR024535
HAX54_008746-T1	IPR024395
HAX54_008749-T1	IPR001727
HAX54_008750-T1	IPR017451
HAX54_008751-T1	IPR004265
HAX54_008752-T1	IPR005016
HAX54_008754-T1	IPR001844
HAX54_008754-T1	IPR002423
HAX54_008755-T1	IPR009346
HAX54_008757-T1	IPR004045
HAX54_008757-T1	IPR004046
HAX54_008757-T1	IPR010987
HAX54_008758-T1	IPR004045
HAX54_008758-T1	IPR004046
HAX54_008758-T1	IPR010987
HAX54_008761-T1	IPR007516
HAX54_008761-T1	IPR007525
HAX54_008762-T1	IPR020946
HAX54_008763-T1	IPR002710
HAX54_008764-T1	IPR000048
HAX54_008764-T1	IPR001609
HAX54_008765-T1	IPR001609
HAX54_008765-T1	IPR004009
HAX54_008766-T1	IPR001236
HAX54_008766-T1	IPR010097
HAX54_008766-T1	IPR022383
HAX54_008768-T1	IPR000008
HAX54_008768-T1	IPR002921
HAX54_008770-T1	IPR001371
HAX54_008770-T1	IPR001554
HAX54_008771-T1	IPR001680
HAX54_008771-T1	IPR017986
HAX54_008773-T1	IPR000717
HAX54_008774-T1	IPR024041
HAX54_008779-T1	IPR002182
HAX54_008780-T1	IPR021929
HAX54_008786-T1	IPR001202
HAX54_008786-T1	IPR002013
HAX54_008790-T1	IPR002293
HAX54_008791-T1	IPR001005
HAX54_008791-T1	IPR001789
HAX54_008791-T1	IPR006447
HAX54_008794-T1	IPR005123
HAX54_008794-T1	IPR026992
HAX54_008797-T1	IPR000270
HAX54_008797-T1	IPR033389
HAX54_008798-T1	IPR000719
HAX54_008798-T1	IPR001611
HAX54_008798-T1	IPR013210
HAX54_008799-T1	IPR001680
HAX54_008799-T1	IPR017986
HAX54_008799-T1	IPR020472
HAX54_008800-T1	IPR006702
HAX54_008801-T1	IPR000608
HAX54_008803-T1	IPR001330
HAX54_008805-T1	IPR041174
HAX54_008806-T1	IPR003441
HAX54_008807-T1	IPR000719
HAX54_008807-T1	IPR001245
HAX54_008807-T1	IPR024788
HAX54_008808-T1	IPR000949
HAX54_008808-T1	IPR011124
HAX54_008808-T1	IPR019787
HAX54_008809-T1	IPR000719
HAX54_008809-T1	IPR001245
HAX54_008809-T1	IPR001611
HAX54_008809-T1	IPR013210
HAX54_008810-T1	IPR002885
HAX54_008811-T1	IPR002213
HAX54_008812-T1	IPR000109
HAX54_008813-T1	IPR006630
HAX54_008813-T1	IPR013217
HAX54_008813-T1	IPR040813
HAX54_008813-T1	IPR040870
HAX54_008814-T1	IPR006094
HAX54_008814-T1	IPR012951
HAX54_008814-T1	IPR016166
HAX54_008815-T1	IPR006094
HAX54_008815-T1	IPR012951
HAX54_008815-T1	IPR016166
HAX54_008816-T1	IPR006094
HAX54_008816-T1	IPR012951
HAX54_008817-T1	IPR006094
HAX54_008817-T1	IPR012951
HAX54_008817-T1	IPR016166
HAX54_008818-T1	IPR001251
HAX54_008818-T1	IPR009038
HAX54_008818-T1	IPR011074
HAX54_008819-T1	IPR006171
HAX54_008820-T1	IPR007275
HAX54_008821-T1	IPR000571
HAX54_008821-T1	IPR007275
HAX54_008822-T1	IPR014830
HAX54_008824-T1	IPR004000
HAX54_008829-T1	IPR011040
HAX54_008833-T1	IPR000109
HAX54_008834-T1	IPR000109
HAX54_008839-T1	IPR000863
HAX54_008841-T1	IPR003121
HAX54_008841-T1	IPR014876
HAX54_008842-T1	IPR001005
HAX54_008842-T1	IPR006447
HAX54_008842-T1	IPR017930
HAX54_008843-T1	IPR000504
HAX54_008843-T1	IPR006630
HAX54_008843-T1	IPR009818
HAX54_008855-T1	IPR003480
HAX54_008856-T1	IPR001547
HAX54_008860-T1	IPR006957
HAX54_008861-T1	IPR003594
HAX54_008861-T1	IPR015320
HAX54_008862-T1	IPR004345
HAX54_008865-T1	IPR002347
HAX54_008866-T1	IPR002100
HAX54_008867-T1	IPR002347
HAX54_008868-T1	IPR002347
HAX54_008869-T1	IPR000719
HAX54_008871-T1	IPR001440
HAX54_008871-T1	IPR013026
HAX54_008871-T1	IPR019734
HAX54_008876-T1	IPR001878
HAX54_008878-T1	IPR019314
HAX54_008879-T1	IPR001752
HAX54_008879-T1	IPR031852
HAX54_008880-T1	IPR001752
HAX54_008881-T1	IPR028989
HAX54_008884-T1	IPR004252
HAX54_008896-T1	IPR005175
HAX54_008900-T1	IPR010420
HAX54_008903-T1	IPR002885
HAX54_008904-T1	IPR006598
HAX54_008906-T1	IPR002466
HAX54_008911-T1	IPR000270
HAX54_008911-T1	IPR033389
HAX54_008912-T1	IPR002921
HAX54_008913-T1	IPR012463
HAX54_008913-T1	IPR032308
HAX54_008913-T1	IPR032310
HAX54_008916-T1	IPR000743
HAX54_008917-T1	IPR000530
HAX54_008917-T1	IPR004038
HAX54_008919-T1	IPR024752
HAX54_008922-T1	IPR010734
HAX54_008923-T1	IPR025714
HAX54_008927-T1	IPR002937
HAX54_008937-T1	IPR014030
HAX54_008937-T1	IPR014031
HAX54_008937-T1	IPR017568
HAX54_008940-T1	IPR002109
HAX54_008941-T1	IPR003173
HAX54_008942-T1	IPR037401
HAX54_008943-T1	IPR001810
HAX54_008946-T1	IPR003959
HAX54_008946-T1	IPR041569
HAX54_008950-T1	IPR000277
HAX54_008950-T1	IPR005174
HAX54_008954-T1	IPR003959
HAX54_008958-T1	IPR001810
HAX54_008958-T1	IPR037401
HAX54_008960-T1	IPR003173
HAX54_008960-T1	IPR014876
HAX54_008961-T1	IPR002109
HAX54_008964-T1	IPR013989
HAX54_008965-T1	IPR014030
HAX54_008967-T1	IPR003340
HAX54_008968-T1	IPR010525
HAX54_008969-T1	IPR000270
HAX54_008969-T1	IPR033389
HAX54_008970-T1	IPR005150
HAX54_008972-T1	IPR000529
HAX54_008973-T1	IPR013880
HAX54_008975-T1	IPR018838
HAX54_008976-T1	IPR012458
HAX54_008977-T1	IPR002778
HAX54_008978-T1	IPR000270
HAX54_008978-T1	IPR003035
HAX54_008979-T1	IPR000270
HAX54_008979-T1	IPR003035
HAX54_008979-T1	IPR005336
HAX54_008980-T1	IPR005174
HAX54_008981-T1	IPR004316
HAX54_008982-T1	IPR013026
HAX54_008982-T1	IPR019734
HAX54_008982-T1	IPR041617
HAX54_008983-T1	IPR001554
HAX54_008985-T1	IPR003010
HAX54_008985-T1	IPR003694
HAX54_008985-T1	IPR022310
HAX54_008986-T1	IPR003959
HAX54_008986-T1	IPR041569
HAX54_008988-T1	IPR000270
HAX54_008988-T1	IPR033389
HAX54_008989-T1	IPR000270
HAX54_008989-T1	IPR033389
HAX54_008990-T1	IPR013026
HAX54_008990-T1	IPR019734
HAX54_008990-T1	IPR021183
HAX54_008998-T1	IPR001929
HAX54_008998-T1	IPR006045
HAX54_009001-T1	IPR000095
HAX54_009001-T1	IPR000198
HAX54_009002-T1	IPR021410
HAX54_009006-T1	IPR011598
HAX54_009007-T1	IPR017956
HAX54_009008-T1	IPR006593
HAX54_009009-T1	IPR002885
HAX54_009009-T1	IPR032867
HAX54_009018-T1	IPR000719
HAX54_009018-T1	IPR001245
HAX54_009019-T1	IPR024788
HAX54_009024-T1	IPR002213
HAX54_009027-T1	IPR013979
HAX54_009028-T1	IPR013979
HAX54_009034-T1	IPR001650
HAX54_009034-T1	IPR011545
HAX54_009034-T1	IPR014001
HAX54_009034-T1	IPR014014
HAX54_009035-T1	IPR000719
HAX54_009036-T1	IPR001387
HAX54_009036-T1	IPR013729
HAX54_009037-T1	IPR001931
HAX54_009038-T1	IPR007342
HAX54_009039-T1	IPR000823
HAX54_009039-T1	IPR002016
HAX54_009040-T1	IPR000823
HAX54_009040-T1	IPR002016
HAX54_009041-T1	IPR000823
HAX54_009041-T1	IPR002016
HAX54_009042-T1	IPR000823
HAX54_009042-T1	IPR002016
HAX54_009043-T1	IPR012876
HAX54_009044-T1	IPR006716
HAX54_009045-T1	IPR002885
HAX54_009045-T1	IPR032867
HAX54_009046-T1	IPR003689
HAX54_009046-T1	IPR004698
HAX54_009050-T1	IPR001731
HAX54_009051-T1	IPR001841
HAX54_009052-T1	IPR012417
HAX54_009053-T1	IPR000644
HAX54_009054-T1	IPR002885
HAX54_009060-T1	IPR003340
HAX54_009072-T1	IPR003440
HAX54_009073-T1	IPR029005
HAX54_009075-T1	IPR017887
HAX54_009077-T1	IPR004274
HAX54_009082-T1	IPR006918
HAX54_009084-T1	IPR037595
HAX54_009085-T1	IPR001841
HAX54_009085-T1	IPR024766
HAX54_009086-T1	IPR001087
HAX54_009087-T1	IPR019557
HAX54_009094-T1	IPR001806
HAX54_009095-T1	IPR001926
HAX54_009095-T1	IPR006654
HAX54_009096-T1	IPR004696
HAX54_009096-T1	IPR004853
HAX54_009097-T1	IPR001810
HAX54_009097-T1	IPR006566
HAX54_009097-T1	IPR013101
HAX54_009099-T1	IPR012936
HAX54_009099-T1	IPR013766
HAX54_009099-T1	IPR039542
HAX54_009100-T1	IPR003245
HAX54_009101-T1	IPR000195
HAX54_009102-T1	IPR016140
HAX54_009103-T1	IPR006918
HAX54_009104-T1	IPR019153
HAX54_009105-T1	IPR000070
HAX54_009108-T1	IPR001313
HAX54_009108-T1	IPR033133
HAX54_009110-T1	IPR001841
HAX54_009111-T1	IPR003611
HAX54_009113-T1	IPR032752
HAX54_009114-T1	IPR004721
HAX54_009114-T1	IPR006680
HAX54_009115-T1	IPR000133
HAX54_009116-T1	IPR002208
HAX54_009116-T1	IPR019561
HAX54_009117-T1	IPR006943
HAX54_009119-T1	IPR013857
HAX54_009119-T1	IPR016040
HAX54_009121-T1	IPR001806
HAX54_009121-T1	IPR005225
HAX54_009122-T1	IPR003657
HAX54_009124-T1	IPR001810
HAX54_009125-T1	IPR006692
HAX54_009125-T1	IPR010714
HAX54_009126-T1	IPR006510
HAX54_009126-T1	IPR006511
HAX54_009132-T1	IPR001179
HAX54_009138-T1	IPR000194
HAX54_009138-T1	IPR000793
HAX54_009139-T1	IPR000194
HAX54_009140-T1	IPR001680
HAX54_009140-T1	IPR017986
HAX54_009140-T1	IPR020472
HAX54_009143-T1	IPR003010
HAX54_009147-T1	IPR000719
HAX54_009147-T1	IPR001245
HAX54_009150-T1	IPR000073
HAX54_009159-T1	IPR004342
HAX54_009160-T1	IPR000595
HAX54_009160-T1	IPR002110
HAX54_009160-T1	IPR003938
HAX54_009160-T1	IPR005821
HAX54_009160-T1	IPR020683
HAX54_009160-T1	IPR021789
HAX54_009161-T1	IPR010417
HAX54_009163-T1	IPR001128
HAX54_009163-T1	IPR002401
HAX54_009165-T1	IPR013149
HAX54_009165-T1	IPR041694
HAX54_009172-T1	IPR002125
HAX54_009172-T1	IPR002734
HAX54_009172-T1	IPR004794
HAX54_009172-T1	IPR011549
HAX54_009172-T1	IPR012816
HAX54_009174-T1	IPR002325
HAX54_009174-T1	IPR024094
HAX54_009177-T1	IPR013149
HAX54_009177-T1	IPR013154
HAX54_009179-T1	IPR004252
HAX54_009179-T1	IPR025312
HAX54_009187-T1	IPR004265
HAX54_009191-T1	IPR001077
HAX54_009191-T1	IPR012967
HAX54_009191-T1	IPR016461
HAX54_009192-T1	IPR003676
HAX54_009193-T1	IPR000238
HAX54_009194-T1	IPR000297
HAX54_009200-T1	IPR001104
HAX54_009201-T1	IPR020471
HAX54_009201-T1	IPR023210
HAX54_009202-T1	IPR000183
HAX54_009202-T1	IPR002985
HAX54_009202-T1	IPR022644
HAX54_009203-T1	IPR000245
HAX54_009203-T1	IPR002379
HAX54_009203-T1	IPR011555
HAX54_009204-T1	IPR004854
HAX54_009206-T1	IPR008011
HAX54_009207-T1	IPR001752
HAX54_009207-T1	IPR021881
HAX54_009208-T1	IPR004839
HAX54_009210-T1	IPR001247
HAX54_009210-T1	IPR015847
HAX54_009211-T1	IPR003851
HAX54_009213-T1	IPR000301
HAX54_009213-T1	IPR018499
HAX54_009215-T1	IPR006045
HAX54_009217-T1	IPR001461
HAX54_009217-T1	IPR032799
HAX54_009217-T1	IPR032861
HAX54_009217-T1	IPR033121
HAX54_009218-T1	IPR003316
HAX54_009218-T1	IPR032198
HAX54_009219-T1	IPR006458
HAX54_009220-T1	IPR006941
HAX54_009221-T1	IPR004864
HAX54_009222-T1	IPR004864
HAX54_009223-T1	IPR020966
HAX54_009224-T1	IPR011598
HAX54_009224-T1	IPR025610
HAX54_009225-T1	IPR001356
HAX54_009225-T1	IPR006563
HAX54_009225-T1	IPR008422
HAX54_009226-T1	IPR001932
HAX54_009227-T1	IPR004963
HAX54_009229-T1	IPR004000
HAX54_009231-T1	IPR003851
HAX54_009233-T1	IPR001680
HAX54_009233-T1	IPR017986
HAX54_009237-T1	IPR013126
HAX54_009238-T1	IPR000504
HAX54_009238-T1	IPR025715
HAX54_009240-T1	IPR002347
HAX54_009242-T1	IPR008162
HAX54_009245-T1	IPR006121
HAX54_009247-T1	IPR013657
HAX54_009249-T1	IPR017930
HAX54_009250-T1	IPR001128
HAX54_009250-T1	IPR002401
HAX54_009251-T1	IPR000719
HAX54_009252-T1	IPR005069
HAX54_009253-T1	IPR002885
HAX54_009255-T1	IPR003439
HAX54_009255-T1	IPR007209
HAX54_009255-T1	IPR013283
HAX54_009255-T1	IPR017896
HAX54_009256-T1	IPR006031
HAX54_009257-T1	IPR001810
HAX54_009258-T1	IPR000086
HAX54_009258-T1	IPR039461
HAX54_009260-T1	IPR003121
HAX54_009261-T1	IPR005880
HAX54_009261-T1	IPR022669
HAX54_009262-T1	IPR019339
HAX54_009262-T1	IPR041670
HAX54_009264-T1	IPR003439
HAX54_009264-T1	IPR013525
HAX54_009265-T1	IPR004046
HAX54_009265-T1	IPR007120
HAX54_009265-T1	IPR010987
HAX54_009268-T1	IPR010490
HAX54_009269-T1	IPR000620
HAX54_009271-T1	IPR000620
HAX54_009274-T1	IPR001810
HAX54_009278-T1	IPR005045
HAX54_009281-T1	IPR005134
HAX54_009285-T1	IPR002775
HAX54_009289-T1	IPR002423
HAX54_009289-T1	IPR002498
HAX54_009291-T1	IPR030374
HAX54_009291-T1	IPR035246
HAX54_009296-T1	IPR008176
HAX54_009297-T1	IPR000462
HAX54_009297-T1	IPR004570
HAX54_009298-T1	IPR001790
HAX54_009299-T1	IPR004045
HAX54_009299-T1	IPR010987
HAX54_009300-T1	IPR003958
HAX54_009301-T1	IPR023631
HAX54_009304-T1	IPR023631
HAX54_009305-T1	IPR002213
HAX54_009306-T1	IPR007120
HAX54_009306-T1	IPR007641
HAX54_009306-T1	IPR007642
HAX54_009306-T1	IPR007644
HAX54_009306-T1	IPR007645
HAX54_009306-T1	IPR007646
HAX54_009306-T1	IPR007647
HAX54_009308-T1	IPR003690
HAX54_009311-T1	IPR001005
HAX54_009311-T1	IPR006447
HAX54_009312-T1	IPR001841
HAX54_009312-T1	IPR027370
HAX54_009314-T1	IPR004776
HAX54_009315-T1	IPR009768
HAX54_009316-T1	IPR000719
HAX54_009317-T1	IPR000014
HAX54_009317-T1	IPR000700
HAX54_009317-T1	IPR000719
HAX54_009321-T1	IPR005888
HAX54_009321-T1	IPR016040
HAX54_009321-T1	IPR029903
HAX54_009322-T1	IPR001830
HAX54_009322-T1	IPR003337
HAX54_009322-T1	IPR012766
HAX54_009323-T1	IPR002504
HAX54_009324-T1	IPR000315
HAX54_009325-T1	IPR000719
HAX54_009326-T1	IPR001236
HAX54_009326-T1	IPR001557
HAX54_009326-T1	IPR011304
HAX54_009326-T1	IPR022383
HAX54_009328-T1	IPR002867
HAX54_009329-T1	IPR000640
HAX54_009329-T1	IPR000795
HAX54_009329-T1	IPR004161
HAX54_009329-T1	IPR004540
HAX54_009329-T1	IPR005225
HAX54_009329-T1	IPR005517
HAX54_009329-T1	IPR041095
HAX54_009330-T1	IPR001440
HAX54_009330-T1	IPR013026
HAX54_009330-T1	IPR013105
HAX54_009330-T1	IPR019734
HAX54_009330-T1	IPR041243
HAX54_009332-T1	IPR003676
HAX54_009334-T1	IPR005379
HAX54_009334-T1	IPR005380
HAX54_009334-T1	IPR005381
HAX54_009335-T1	IPR001611
HAX54_009335-T1	IPR013210
HAX54_009336-T1	IPR001611
HAX54_009336-T1	IPR013210
HAX54_009340-T1	IPR013087
HAX54_009343-T1	IPR013087
HAX54_009345-T1	IPR000257
HAX54_009345-T1	IPR006361
HAX54_009347-T1	IPR003676
HAX54_009349-T1	IPR003245
HAX54_009350-T1	IPR010488
HAX54_009351-T1	IPR002222
HAX54_009351-T1	IPR005713
HAX54_009353-T1	IPR000270
HAX54_009353-T1	IPR033389
HAX54_009354-T1	IPR033389
HAX54_009368-T1	IPR000504
HAX54_009368-T1	IPR007201
HAX54_009370-T1	IPR001789
HAX54_009370-T1	IPR010402
HAX54_009371-T1	IPR004864
HAX54_009373-T1	IPR005025
HAX54_009374-T1	IPR005025
HAX54_009375-T1	IPR004367
HAX54_009375-T1	IPR006671
HAX54_009376-T1	IPR006015
HAX54_009376-T1	IPR006016
HAX54_009377-T1	IPR006094
HAX54_009377-T1	IPR012951
HAX54_009377-T1	IPR016166
HAX54_009378-T1	IPR003480
HAX54_009379-T1	IPR003480
HAX54_009380-T1	IPR002016
HAX54_009382-T1	IPR000719
HAX54_009382-T1	IPR001245
HAX54_009382-T1	IPR021820
HAX54_009383-T1	IPR000719
HAX54_009383-T1	IPR000858
HAX54_009383-T1	IPR001245
HAX54_009383-T1	IPR001480
HAX54_009383-T1	IPR003609
HAX54_009383-T1	IPR021820
HAX54_009383-T1	IPR022126
HAX54_009384-T1	IPR000719
HAX54_009384-T1	IPR000858
HAX54_009384-T1	IPR001245
HAX54_009384-T1	IPR001480
HAX54_009384-T1	IPR003609
HAX54_009385-T1	IPR011598
HAX54_009386-T1	IPR002885
HAX54_009387-T1	IPR004231
HAX54_009389-T1	IPR002129
HAX54_009391-T1	IPR002781
HAX54_009391-T1	IPR002902
HAX54_009392-T1	IPR000719
HAX54_009392-T1	IPR001245
HAX54_009392-T1	IPR002902
HAX54_009393-T1	IPR001451
HAX54_009393-T1	IPR007691
HAX54_009394-T1	IPR004864
HAX54_009395-T1	IPR004695
HAX54_009397-T1	IPR004130
HAX54_009398-T1	IPR027949
HAX54_009399-T1	IPR007248
HAX54_009400-T1	IPR002500
HAX54_009400-T1	IPR004508
HAX54_009400-T1	IPR013766
HAX54_009402-T1	IPR004241
HAX54_009403-T1	IPR007608
HAX54_009406-T1	IPR000719
HAX54_009406-T1	IPR002048
HAX54_009409-T1	IPR005570
HAX54_009410-T1	IPR000825
HAX54_009410-T1	IPR010231
HAX54_009412-T1	IPR001360
HAX54_009413-T1	IPR004696
HAX54_009413-T1	IPR004853
HAX54_009415-T1	IPR007143
HAX54_009415-T1	IPR017898
HAX54_009415-T1	IPR017899
HAX54_009416-T1	IPR002913
HAX54_009422-T1	IPR000757
HAX54_009422-T1	IPR008264
HAX54_009423-T1	IPR001950
HAX54_009423-T1	IPR005874
HAX54_009424-T1	IPR010347
HAX54_009426-T1	IPR001841
HAX54_009428-T1	IPR005123
HAX54_009429-T1	IPR002963
HAX54_009429-T1	IPR007112
HAX54_009429-T1	IPR007117
HAX54_009429-T1	IPR007118
HAX54_009429-T1	IPR009009
HAX54_009431-T1	IPR000873
HAX54_009432-T1	IPR000873
HAX54_009432-T1	IPR025110
HAX54_009435-T1	IPR002963
HAX54_009435-T1	IPR007112
HAX54_009435-T1	IPR007117
HAX54_009435-T1	IPR007118
HAX54_009435-T1	IPR009009
HAX54_009438-T1	IPR010347
HAX54_009439-T1	IPR010347
HAX54_009442-T1	IPR021149
HAX54_009461-T1	IPR000504
HAX54_009461-T1	IPR000571
HAX54_009461-T1	IPR025605
HAX54_009471-T1	IPR001680
HAX54_009471-T1	IPR003613
HAX54_009471-T1	IPR017986
HAX54_009476-T1	IPR008587
HAX54_009477-T1	IPR008587
HAX54_009487-T1	IPR001128
HAX54_009487-T1	IPR002401
HAX54_009490-T1	IPR006458
HAX54_009490-T1	IPR025830
HAX54_009493-T1	IPR004864
HAX54_009494-T1	IPR007109
HAX54_009495-T1	IPR000535
HAX54_009496-T1	IPR001857
HAX54_009498-T1	IPR003480
HAX54_009501-T1	IPR001806
HAX54_009501-T1	IPR005225
HAX54_009502-T1	IPR002885
HAX54_009502-T1	IPR032867
HAX54_009503-T1	IPR002885
HAX54_009506-T1	IPR003441
HAX54_009507-T1	IPR001356
HAX54_009507-T1	IPR002913
HAX54_009508-T1	IPR000595
HAX54_009508-T1	IPR005821
HAX54_009509-T1	IPR004839
HAX54_009511-T1	IPR016482
HAX54_009523-T1	IPR001465
HAX54_009524-T1	IPR001465
HAX54_009524-T1	IPR006252
HAX54_009525-T1	IPR026960
HAX54_009526-T1	IPR001465
HAX54_009527-T1	IPR001465
HAX54_009528-T1	IPR021924
HAX54_009529-T1	IPR000873
HAX54_009530-T1	IPR000873
HAX54_009531-T1	IPR001948
HAX54_009532-T1	IPR019378
HAX54_009533-T1	IPR000850
HAX54_009533-T1	IPR006259
HAX54_009533-T1	IPR007862
HAX54_009534-T1	IPR002885
HAX54_009534-T1	IPR032867
HAX54_009535-T1	IPR001063
HAX54_009535-T1	IPR005721
HAX54_009536-T1	IPR003121
HAX54_009537-T1	IPR001279
HAX54_009537-T1	IPR011108
HAX54_009537-T1	IPR017877
HAX54_009538-T1	IPR003034
HAX54_009538-T1	IPR018276
HAX54_009539-T1	IPR001128
HAX54_009539-T1	IPR002401
HAX54_009541-T1	IPR001128
HAX54_009542-T1	IPR001128
HAX54_009543-T1	IPR000644
HAX54_009544-T1	IPR004140
HAX54_009545-T1	IPR004140
HAX54_009546-T1	IPR000594
HAX54_009547-T1	IPR002125
HAX54_009548-T1	IPR004559
HAX54_009548-T1	IPR007197
HAX54_009549-T1	IPR013087
HAX54_009550-T1	IPR000217
HAX54_009550-T1	IPR002454
HAX54_009550-T1	IPR003008
HAX54_009550-T1	IPR018316
HAX54_009551-T1	IPR006043
HAX54_009552-T1	IPR003340
HAX54_009555-T1	IPR003340
HAX54_009556-T1	IPR001841
HAX54_009557-T1	IPR000719
HAX54_009557-T1	IPR001245
HAX54_009557-T1	IPR002902
HAX54_009558-T1	IPR001087
HAX54_009559-T1	IPR003440
HAX54_009559-T1	IPR026899
HAX54_009560-T1	IPR000571
HAX54_009561-T1	IPR003347
HAX54_009561-T1	IPR003349
HAX54_009561-T1	IPR013087
HAX54_009563-T1	IPR006439
HAX54_009563-T1	IPR041492
HAX54_009565-T1	IPR001623
HAX54_009565-T1	IPR001841
HAX54_009565-T1	IPR008913
HAX54_009565-T1	IPR012312
HAX54_009565-T1	IPR017921
HAX54_009565-T1	IPR039512
HAX54_009566-T1	IPR013087
HAX54_009567-T1	IPR013087
HAX54_009568-T1	IPR015803
HAX54_009568-T1	IPR024909
HAX54_009568-T1	IPR032678
HAX54_009569-T1	IPR012438
HAX54_009571-T1	IPR007639
HAX54_009572-T1	IPR000924
HAX54_009572-T1	IPR004514
HAX54_009572-T1	IPR007638
HAX54_009572-T1	IPR020058
HAX54_009572-T1	IPR020059
HAX54_009573-T1	IPR001005
HAX54_009573-T1	IPR017930
HAX54_009574-T1	IPR005123
HAX54_009574-T1	IPR026992
HAX54_009584-T1	IPR001680
HAX54_009584-T1	IPR006594
HAX54_009584-T1	IPR006595
HAX54_009584-T1	IPR017986
HAX54_009585-T1	IPR001128
HAX54_009585-T1	IPR002401
HAX54_009589-T1	IPR000595
HAX54_009589-T1	IPR005821
HAX54_009590-T1	IPR040455
HAX54_009593-T1	IPR000425
HAX54_009594-T1	IPR005174
HAX54_009595-T1	IPR019787
HAX54_009595-T1	IPR034732
HAX54_009596-T1	IPR002717
HAX54_009596-T1	IPR025995
HAX54_009599-T1	IPR008889
HAX54_009600-T1	IPR001128
HAX54_009600-T1	IPR002401
HAX54_009601-T1	IPR006677
HAX54_009601-T1	IPR006678
HAX54_009602-T1	IPR013087
HAX54_009602-T1	IPR022755
HAX54_009603-T1	IPR000782
HAX54_009604-T1	IPR002161
HAX54_009605-T1	IPR005792
HAX54_009605-T1	IPR013766
HAX54_009607-T1	IPR020783
HAX54_009607-T1	IPR020784
HAX54_009608-T1	IPR007608
HAX54_009609-T1	IPR007587
HAX54_009610-T1	IPR000626
HAX54_009611-T1	IPR000270
HAX54_009611-T1	IPR003340
HAX54_009611-T1	IPR010525
HAX54_009612-T1	IPR000679
HAX54_009613-T1	IPR001849
HAX54_009613-T1	IPR002913
HAX54_009613-T1	IPR009769
HAX54_009614-T1	IPR007877
HAX54_009616-T1	IPR005269
HAX54_009616-T1	IPR031100
HAX54_009617-T1	IPR000086
HAX54_009617-T1	IPR020476
HAX54_009619-T1	IPR001148
HAX54_009624-T1	IPR001844
HAX54_009624-T1	IPR002423
HAX54_009625-T1	IPR002539
HAX54_009630-T1	IPR000719
HAX54_009636-T1	IPR001471
HAX54_009637-T1	IPR004883
HAX54_009641-T1	IPR000403
HAX54_009641-T1	IPR001263
HAX54_009643-T1	IPR031563
HAX54_009644-T1	IPR000717
HAX54_009646-T1	IPR004813
HAX54_009647-T1	IPR004648
HAX54_009647-T1	IPR004813
HAX54_009649-T1	IPR022227
HAX54_009658-T1	IPR001789
HAX54_009660-T1	IPR001471
HAX54_009661-T1	IPR012458
HAX54_009662-T1	IPR001356
HAX54_009662-T1	IPR002913
HAX54_009665-T1	IPR013216
HAX54_009665-T1	IPR025774
HAX54_009666-T1	IPR022742
HAX54_009669-T1	IPR005150
HAX54_009670-T1	IPR000757
HAX54_009670-T1	IPR010713
