#seq_name	length	coverage	circular	repeat	mult	telomere	graph_path
contig_2478	30937	3	-	-	1	both	2478
contig_2479	59136	3	-	-	1	none	-5634,2479
contig_2480	285609	4	-	-	1	right	-2397,-2397,-2397,-2397,-2397,-2397,-2397,-2397,2480
contig_2481	75650	4	-	-	1	none	16791,13603,13603,13603,13603,13603,-16965,2481,11384,-15661
contig_2482	43435	5	-	-	1	both	2482
contig_2485	96850	3	-	-	1	right	2485
contig_2486	24220	3	-	-	1	left	2486
contig_2488	31859	3	-	-	1	both	2488
contig_2489	49819	5	-	-	1	right	2489
contig_2493	166258	4	-	-	1	right	-10546,2493
contig_2495	57754	1	-	-	1	right	2495
contig_2496	220279	4	-	-	1	left	2496
contig_2497	27680	3	-	-	1	left	2497,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529
contig_2499	25181	4	-	-	1	right	2499
contig_2500	95228	3	-	-	1	right	-3557,2500
contig_2502	26720	4	-	-	1	both	2502
contig_2503	51610	3	-	-	1	both	2503
contig_2506	98493	3	-	-	1	right	-10331,2506
contig_2507	120349	4	-	-	1	left	2507
contig_2508	74897	6	-	-	1	right	4363,-12762,2508
contig_2510	44907	4	-	-	1	right	-15400,2510
contig_2511	176704	4	-	-	1	right	-14336,-16397,5669,11600,2511
contig_2512	90962	4	-	-	1	both	2512
contig_2513	44618	4	-	-	1	left	2513,15783,14861
contig_2514	62407	3	-	-	1	none	17113,17113,17113,17113,2514,-913
contig_2515	52046	4	-	-	1	both	2515
contig_2517	73874	3	-	-	1	right	2517
contig_2518	14809	4	-	-	1	right	2518
contig_2520	104064	6	-	-	1	left	2520,-15802
contig_2521	95928	4	-	-	1	none	-17158,11248,11248,11248,11248,2521
contig_2522	228664	6	-	-	1	right	-7607,320,-2492,6688,320,2522
contig_2523	58119	4	-	-	1	none	2523,-4331,-3978,-11976,12573,8800,6793,-4331,-3978,-11976,12573,8800,6793
contig_2524	259432	5	-	-	1	both	2524
contig_2525	127422	4	-	-	1	both	2525
contig_2526	133585	4	-	-	1	both	2526
contig_2527	175319	3	-	-	1	left	2527,-4232
contig_2528	82095	3	-	-	1	left	2528,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529
contig_2530	53313	3	-	-	1	both	2530
contig_2531	24940	3	-	-	1	left	2531
contig_2532	78349	4	-	-	1	none	2532,-17113,-17113,-17113
contig_2534	252611	4	-	-	1	both	2534
contig_2537	88899	5	-	-	1	left	2537
contig_2539	23206	4	-	-	1	both	2539
contig_2540	241390	5	-	-	1	none	-13965,2540
contig_2541	259722	3	-	-	1	both	2541
contig_2542	81558	4	-	-	1	both	2542
contig_2544	115674	5	-	-	1	right	8510,2544,10160
contig_2545	63798	3	-	-	1	both	2545
contig_2546	465304	4	-	-	1	right	12197,-17163,14710,14710,14710,2546
contig_2547	82098	3	-	-	1	both	2547,-14710,-14710,-14710,546
contig_2548	39917	5	-	-	1	none	2548,-16529,-16529,-16529,-16529,-16529,-16529,-16529
contig_2551	15682	3	-	-	1	left	2551
contig_2552	77221	3	-	-	1	none	2552,4284,13340
contig_2553	164434	5	-	-	1	none	2553
contig_2554	137092	4	-	-	1	none	2554
contig_2555	34025	3	-	-	1	right	2555
contig_2559	66020	3	-	-	1	left	2559,15656
contig_2561	166064	4	-	-	1	both	2561
contig_2564	62468	3	-	-	1	both	2564
contig_2566	91491	3	-	-	1	both	2566
contig_2567	40792	4	-	-	1	left	2567
contig_2570	11531	4	-	-	1	right	2570
contig_2573	79596	4	-	-	1	both	2573
contig_2574	19979	3	-	-	1	right	2574
contig_2577	66428	3	-	-	1	left	2577
contig_2578	151028	4	-	-	1	left	2578,-13155,-13155,-13155
contig_2579	10462	3	-	-	1	none	15797,2579,743,-12353
contig_2581	39322	3	-	-	1	none	2581,-17113
contig_2582	70985	6	-	-	1	left	2582,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529
contig_2583	7880	4	-	-	1	both	2583
contig_2584	94154	5	-	-	1	both	2584
contig_2585	74195	4	-	-	1	left	2585,-16554
contig_2586	98212	5	-	-	1	right	-1691,2586
contig_2587	94393	5	-	-	1	right	2587
contig_2591	87777	3	-	-	1	right	-8150,2591
contig_2592	97799	3	-	-	1	right	-3798,2592
contig_2595	11135	5	-	-	1	none	2595
contig_2596	54464	4	-	-	1	both	2596
contig_2597	63098	4	-	-	1	right	-5831,3054,12187,-5671,2597
contig_2599	86021	5	-	-	1	left	2599,16880,-1174
contig_2600	162132	3	-	-	1	right	2600
contig_2601	95233	3	-	-	1	both	2601
contig_2602	139311	3	-	-	1	right	8443,-15615,2602
contig_2603	130283	5	-	-	1	both	2603
contig_2604	33513	4	-	-	1	right	2604
contig_2605	72969	3	-	-	1	left	2605
contig_2606	368902	3	-	-	1	right	16554,16554,16554,16554,16554,16554,2606
contig_2608	91822	4	-	-	1	left	2608,4219
contig_2609	96394	4	-	-	1	both	2609
contig_2612	108666	6	-	-	1	both	2612
contig_2613	60660	3	-	-	1	both	398,2613
contig_2615	90034	4	-	-	1	none	11987,2615,16097
contig_2618	38718	4	-	-	1	none	2618
contig_2621	133290	3	-	-	1	none	2621
contig_2622	85171	4	-	-	1	right	-11493,2622
contig_2623	150303	5	-	-	1	both	2623
contig_2624	216639	3	-	-	1	both	2624
contig_2625	99606	3	-	-	1	none	-15088,2625
contig_2626	81159	3	-	-	1	both	2626
contig_2628	64577	4	-	-	1	both	2628
contig_2631	32119	3	-	-	1	both	2631
contig_2634	23893	3	-	-	1	left	2634,10548,16473
contig_2635	53111	8	-	-	1	right	-12149,2635
contig_2636	51810	3	-	-	1	right	2636
contig_2637	60309	5	-	-	1	right	2556,-4346,2637
contig_2638	62377	5	-	-	1	left	2638,-16270,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529
contig_2640	28300	4	-	-	1	left	2640
contig_2641	158605	3	-	-	1	both	2641
contig_2642	85984	4	-	-	1	left	2642,6179,6179,-6610,-5559,-1610,-7973
contig_2643	69195	5	-	-	1	both	2643,-4934,-6948
contig_2645	92559	4	-	-	1	left	2645,7780,-13885,14995
contig_2646	67389	3	-	-	1	right	10517,2646
contig_2647	68801	4	-	-	1	left	2647
contig_2649	50810	3	-	-	1	none	3605,14697,15392,2649
contig_2650	64767	4	-	-	1	none	3694,2650,-12343
contig_2651	100803	4	-	-	1	left	2651
contig_2652	142781	4	-	-	1	left	2652
contig_2654	115838	3	-	-	1	right	-15751,-15751,-15751,-15751,-15751,-15751,-15751,-15751,-15751,-15751,14369,-9276,-9276,2654
contig_2656	494139	5	-	-	1	both	2656
contig_2657	270966	3	-	-	1	both	2657
contig_2658	68694	5	-	-	1	right	9189,2658
contig_2660	65351	7	-	-	1	left	2660
contig_2663	41277	6	-	-	1	none	-14443,6468,2663,9198,6066,14443,13625,8451,-16224,-12789,-1129,-6824,12317
contig_2664	62527	3	-	-	1	right	8959,2664
contig_2666	147099	3	-	-	1	left	2666,-12186
contig_2667	53770	5	-	-	1	right	8327,2667
contig_2668	82082	5	-	-	1	right	-11364,2668
contig_2669	364843	5	-	-	1	both	2669
contig_2670	13129	4	-	-	1	right	-1574,15054,2670,-5087
contig_2671	8191	4	-	-	1	none	2671
contig_2672	69191	3	-	-	1	right	2672
contig_2673	40751	3	-	-	1	right	2673
contig_2674	30765	3	-	-	1	right	16554,16554,16554,16554,16554,16554,16554,16554,16554,16554,2674
contig_2675	78154	3	-	-	1	both	2675
contig_2677	157460	4	-	-	1	right	-5343,-9246,-15735,-15735,-15735,5417,12386,12386,12386,-16297,2677
contig_2680	128066	3	-	-	1	both	2680
contig_2682	206272	5	-	-	1	right	-3714,2180,2682,-4492
contig_2683	101580	5	-	-	1	right	2683
contig_2685	41774	3	-	-	1	none	2685,-15098
contig_2687	72642	3	-	-	1	both	2687
contig_2688	89725	6	-	-	1	left	2688,2397,2397,2397,2397,2397,2397,2397,2397
contig_2689	12677	0	-	-	1	right	14539,11200,2689
contig_2690	32066	3	-	-	1	none	12493,2690,4495
contig_2691	51010	4	-	-	1	both	2691
contig_2693	100516	5	-	-	1	none	2693
contig_2694	69346	3	-	-	1	left	2694,14201
contig_2696	193123	4	-	-	1	both	2696
contig_2698	35046	6	-	-	1	right	2698
contig_2700	123773	7	-	-	1	none	10983,2700,-14160,7176,-11248,-11248,-11248,-11248,-11248
contig_2701	166178	4	-	-	1	right	2701
contig_2702	48930	4	-	-	1	left	2702,-15505
contig_2705	157807	4	-	-	1	none	2705,-5941,-7832,6179,-6610,-5559,-1610,17090,6179,6179,-6610,-5559,-1610,-17134
contig_2706	70225	5	-	-	1	none	-10454,16876,2706,9897
contig_2708	66054	3	-	-	1	none	2708,-5787
contig_2709	93681	3	-	-	1	both	2709,7499
contig_2710	104499	7	-	-	1	left	2710
contig_2711	53956	3	-	-	1	right	2711
contig_2712	39540	4	-	-	1	both	2712
contig_2714	9910	7	-	-	1	none	2714
contig_2715	31585	3	-	-	1	both	2715
contig_2716	35961	3	-	-	1	none	13447,2716,5838,-13155,-13155,-13155,-15054,-15054,1574
contig_2717	265738	4	-	-	1	both	2717
contig_2718	104018	6	-	-	1	none	-13108,2718,-11248,-11248,-11248,-11248,-11248,-11248,-11248,-11248,-11248,-11248,-11248,-11248,-11248,-11248,-11248,14371
contig_2719	49887	3	-	-	1	left	2719,-13883
contig_2720	112585	4	-	-	1	both	2720
contig_2721	56989	3	-	-	1	left	2721
contig_2724	267551	5	-	-	1	both	2724
contig_2726	77147	3	-	-	1	right	2726
contig_2727	310968	5	-	-	1	both	12241,12241,2727
contig_2728	9739	3	-	-	1	both	2728
contig_2730	170282	4	-	-	1	left	2730
contig_2731	125322	4	-	-	1	left	2731
contig_2732	51179	3	-	-	1	none	2732,-1215,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529
contig_2733	63369	3	-	-	1	right	17113,17113,17113,17113,17113,17113,14261,2733
contig_2734	380372	4	-	-	1	right	14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,-975,14688,14688,14688,14688,14688,14688,14688,2734
contig_2736	89584	3	-	-	1	none	2736
contig_2737	38182	4	-	-	1	left	2737
contig_2738	14149	3	-	-	1	right	-15503,2738
contig_2739	57277	3	-	-	1	none	2739
contig_2741	143952	3	-	-	1	both	2741
contig_2742	44300	4	-	-	1	none	11764,2742
contig_2743	154004	4	-	-	1	left	2743,-1174
contig_2745	29232	3	-	-	1	both	2745
contig_2746	64079	5	-	-	1	left	4161,12592,2746,15007,7802,13359,4151
contig_2747	115099	3	-	-	1	right	2747
contig_2748	97395	6	-	-	1	both	2748
contig_2749	91536	4	-	-	1	left	2749,-9196
contig_2750	100527	4	-	-	1	both	2750
contig_2752	63892	2	-	-	1	right	2752
contig_2753	137126	3	-	-	1	none	2753,4219
contig_2754	83270	4	-	-	1	none	-10580,2754
contig_2755	18629	3	-	-	1	none	15999,2755
contig_2756	3839	4	-	-	1	both	2756
contig_2758	68481	6	-	-	1	left	2758
contig_2759	33674	4	-	-	1	both	2759
contig_2760	59311	3	-	-	1	right	2760
contig_2762	23179	3	-	-	1	left	2762,4284,13340,1175
contig_2763	71366	4	-	-	1	left	2763,-13155
contig_2766	9950	3	-	-	1	both	2766
contig_2767	109014	3	-	-	1	both	2767
contig_2768	164244	4	-	-	1	right	-15323,12729,2768
contig_2769	5378	5	-	-	1	both	2769
contig_2770	68099	4	-	-	1	both	2770
contig_2771	108735	6	-	-	1	none	3949,4792,4792,5159,8946,-6783,3949,3949,2771,6830
contig_2773	16771	3	-	-	1	right	2773
contig_2774	2418	5	-	-	1	both	2774
contig_2775	50843	4	-	-	1	left	2775
contig_2776	81822	5	-	-	1	both	2776
contig_2778	191329	5	-	-	1	none	-14489,2778
contig_2779	19098	3	-	-	1	left	2779
contig_2781	96978	4	-	-	1	right	2781
contig_2783	82645	4	-	-	1	both	2783
contig_2784	24829	3	-	-	1	left	2784,16820,16820,14396,-16674,-510,-12959,10667,8817,16821
contig_2786	42653	5	-	-	1	right	13883,2786
contig_2787	64080	3	-	-	1	none	-1525,2787,-9173,-10518
contig_2788	134016	5	-	-	1	left	2788
contig_2789	43790	3	-	-	1	both	2789
contig_2791	84933	6	-	-	1	both	2791
contig_2792	81109	4	-	-	1	none	8812,2792,13944
contig_2793	8047	3	-	-	1	both	2793
contig_2794	56859	4	-	-	1	left	15583,2794
contig_2795	54367	4	-	-	1	left	2795,13230
contig_2796	224805	4	-	-	1	both	2796
contig_2797	202786	4	-	-	1	right	17052,2797
contig_2798	257263	4	-	-	1	both	13798,2798
contig_2799	27112	6	-	-	1	none	2799,-9672,-9854,-11836,-870,3998,291,-13094,-14781,9235
contig_2800	30604	3	-	-	1	right	-14694,14710,14710,14710,14710,14710,-6221,550,12371,-17163,14710,14710,14710,14710,14710,2800
contig_2801	95033	4	-	-	1	right	-6105,2801
contig_2802	176657	3	-	-	1	both	2802
contig_2803	16758	6	-	-	1	none	2803
contig_2805	120749	4	-	-	1	left	2805
contig_2807	75515	7	-	-	1	right	2807
contig_2808	140548	3	-	-	1	right	-17167,2808
contig_2810	93322	3	-	-	1	right	2810
contig_2813	84659	4	-	-	1	none	-17217,3949,3949,4792,4792,4792,5159,8946,-6783,-7802,-15150,3949,3949,3949,4792,2813
contig_2814	22596	5	-	-	1	left	2814,3583,-7512
contig_2815	110691	4	-	-	1	both	2815,-10820
contig_2816	27795	4	-	-	1	left	2816
contig_2817	47039	6	-	-	1	left	2817
contig_2818	49483	4	-	-	1	both	2818
contig_2819	8572	4	-	-	1	both	2819
contig_2821	78520	3	-	-	1	none	2821
contig_2825	170192	4	-	-	1	left	2825,6906
contig_2828	84596	4	-	-	1	right	2828
contig_2830	77106	6	-	-	1	none	2830,2960
contig_2831	42048	5	-	-	1	none	2831
contig_2832	76648	5	-	-	1	left	2832
contig_2834	116102	3	-	-	1	right	2834
contig_2835	329320	5	-	-	1	right	4148,2835
contig_2836	177708	3	-	-	1	right	-9744,2836
contig_2838	33523	4	-	-	1	both	2838,12050
contig_2839	200214	4	-	-	1	none	2839,-507
contig_2840	21303	3	-	-	1	none	2840,-10086
contig_2841	45846	3	-	-	1	none	-13366,11983,13984,2841
contig_2842	98756	4	-	-	1	both	2842
contig_2843	33646	3	-	-	1	right	-10612,-15347,2843
contig_2846	30797	4	-	-	1	left	2846,8315
contig_2847	76449	6	-	-	1	right	-11444,2847
contig_2850	86089	3	-	-	1	right	2850
contig_2851	35033	4	-	-	1	none	2851
contig_2852	55298	4	-	-	1	right	-16699,-2971,2852
contig_2853	174440	5	-	-	1	none	3268,5246,-3567,-3567,16169,8231,-5158,2853,-6362,10343
contig_2855	74524	3	-	-	1	both	2855
contig_2856	81689	4	-	-	1	right	2856
contig_2857	74578	4	-	-	1	left	2857
contig_2858	218020	5	-	-	1	none	14749,2858,10217,4668,1900,16637,5825,-9874
contig_2859	64274	3	-	-	1	right	-6035,7919,2859
contig_2860	39762	6	-	-	1	right	2860
contig_2861	45666	4	-	-	1	left	2861,11920,11920,-16554,-16554,-16554,-16554,-16554,-16554,-16554,-16554,-16554,-16554,-16554,-16554,-16554,-16554,-16554,-16554,-16554,-16554
contig_2862	50058	6	-	-	1	none	17183,16942,2862,7660
contig_2863	24622	4	-	-	1	none	-13322,16554,16554,16554,16554,16554,16554,16554,16554,16554,-13322,16554,16554,16554,16554,16554,16554,2863,-17179
contig_2864	168548	3	-	-	1	none	8145,-7352,-16949,2864
contig_2866	179685	4	-	-	1	both	2866
contig_2867	60112	4	-	-	1	right	2867
contig_2868	128941	4	-	-	1	both	2868
contig_2869	183953	5	-	-	1	left	2869
contig_2870	21130	8	-	-	1	right	2870
contig_2871	161786	4	-	-	1	left	2871,-17113,-17113,-17113,-17113
contig_2872	88616	5	-	-	1	none	2872,-9188,-9188,-9188,-9188
contig_2873	61065	3	-	-	1	left	2873
contig_2874	64999	5	-	-	1	left	2874
contig_2877	72990	3	-	-	1	right	2877
contig_2878	60644	4	-	-	1	none	11290,2878,-15625,6512,-8796,3135,-10635
contig_2879	88659	3	-	-	1	both	2879
contig_2881	94326	4	-	-	1	both	2881
contig_2882	35829	5	-	-	1	none	14134,2882
contig_2883	81624	5	-	-	1	both	2883
contig_2884	351173	5	-	-	1	left	3637,3637,2884
contig_2885	56990	5	-	-	1	left	2885,12422
contig_2886	157924	5	-	-	1	right	2886
contig_2887	22887	3	-	-	1	left	2887
contig_2889	102322	4	-	-	1	none	2889,-7068,-9188,-9188
contig_2890	112619	5	-	-	1	none	2890
contig_2891	67804	4	-	-	1	right	9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,2891
contig_2895	115848	5	-	-	1	left	2895
contig_2896	128464	3	-	-	1	both	2896
contig_2897	101866	4	-	-	1	both	2897
contig_2899	50100	4	-	-	1	none	6344,2899
contig_2900	94912	3	-	-	1	right	-5228,2900
contig_2901	27578	3	-	-	1	none	13421,2901,-4153,-11248,-11248,-11248,-11248,-11248,-11248,-11248,-11248,-11248,-12486,-11248,-11248
contig_2902	97832	4	-	-	1	both	2902
contig_2903	101475	4	-	-	1	none	2903,-12486,-11248,-11248
contig_2905	170218	5	-	-	1	both	2905
contig_2906	60846	3	-	-	1	right	2906,-12423
contig_2907	27251	5	-	-	1	right	16085,-6944,16305,4603,16703,14063,16703,16703,16703,16703,14063,14063,16703,16703,16703,16703,16703,14063,2907
contig_2910	19195	3	-	-	1	both	2910
contig_2911	51520	5	-	-	1	left	2911
contig_2913	65868	4	-	-	1	none	-198,2913,-17113,-17113,-17113,-17113
contig_2914	46048	4	-	-	1	right	9188,9188,9188,9188,9188,9188,9188,-8433,2914
contig_2916	41607	4	-	-	1	both	2916
contig_2918	72044	3	-	-	1	none	2918
contig_2919	201305	6	-	-	1	both	2919
contig_2920	37467	3	-	-	1	both	2920
contig_2921	98579	5	-	-	1	none	-13968,16529,16529,16529,16529,16529,16529,2921,-318,-14688,-14688,-14688,-14688,-14688,-14688,-14688,-14688,-14688,-14688,-14688,-14688,-14688,-14688,-14688
contig_2922	61915	4	-	-	1	both	2922
contig_2923	73917	6	-	-	1	left	2923,10011
contig_2924	82766	3	-	-	1	right	2924
contig_2926	135080	5	-	-	1	none	-16975,2926
contig_2927	54695	4	-	-	1	none	2927
contig_2928	159599	4	-	-	1	right	14746,2928
contig_2930	61971	3	-	-	1	right	3395,2930
contig_2934	146105	5	-	-	1	none	-17009,13886,2934,-8656,-16112,-16112,-7837
contig_2936	13496	5	-	-	1	none	2936
contig_2937	124008	4	-	-	1	both	4658,2937
contig_2938	55291	4	-	-	1	left	2938
contig_2940	2255	8	-	-	1	both	2940
contig_2941	11167	4	-	-	1	right	2941
contig_2942	204210	4	-	-	1	none	2942,-14834,-16933
contig_2944	28097	4	-	-	1	none	2944
contig_2947	326856	5	-	-	1	right	-15145,-8448,2947,-12300
contig_2948	36847	3	-	-	1	left	2948,-8978
contig_2949	70161	4	-	-	1	both	2949
contig_2950	27367	4	-	-	1	right	2950
contig_2951	56708	5	-	-	1	none	2951,-13886,12568,17110,15157,10204
contig_2952	802206	5	-	-	1	both	2952
contig_2953	328820	5	-	-	1	left	2953
contig_2954	267343	5	-	-	1	left	2954,16861,3857
contig_2955	7406	3	-	-	1	both	2955
contig_2956	88662	4	-	-	1	both	2956
contig_2957	6661	4	-	-	1	both	2957
contig_2958	29157	3	-	-	1	none	16554,16554,16554,16554,16554,16554,16554,-2611,-14489,2958,11920,11920,11920,11133,11133,-12107,-15355
contig_2959	47791	5	-	-	1	left	2959
contig_2962	45895	4	-	-	1	right	2962
contig_2963	97466	3	-	-	1	both	2963
contig_2964	108074	4	-	-	1	right	-13230,2964
contig_2965	83428	4	-	-	1	none	-4541,2965,48
contig_2966	70878	3	-	-	1	none	2966
contig_2968	65496	4	-	-	1	right	2968
contig_2969	80576	4	-	-	1	both	2969
contig_2970	71357	4	-	-	1	left	2970
contig_2972	47418	4	-	-	1	right	2972
contig_2973	130040	4	-	-	1	left	2973
contig_2974	61616	4	-	-	1	both	2974
contig_2975	111204	4	-	-	1	none	7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,7068,16969,-16523,-16523,-16523,-16523,-16523,-16523,-16523,-16523,-16523,-16523,-16523,2975,5928
contig_2978	27703	5	-	-	1	both	2978
contig_2979	245287	4	-	-	1	right	2979
contig_2980	45931	4	-	-	1	right	2980
contig_2981	96206	4	-	-	1	right	2981
contig_2982	95440	3	-	-	1	both	2982,10380
contig_2983	158460	3	-	-	1	left	2983,14425,-4255
contig_2984	103168	6	-	-	1	right	2984
contig_2985	100264	6	-	-	1	both	2985
contig_2986	186628	4	-	-	1	none	9968,2986,3583,-7512,6494
contig_2987	66828	3	-	-	1	both	2987
contig_2989	98333	4	-	-	1	none	2989
contig_2992	14584	5	-	-	1	both	2992
contig_2994	129415	4	-	-	1	left	2994
contig_2995	42859	3	-	-	1	right	14859,2995
contig_2996	90400	3	-	-	1	none	2996,12568,17110,17110,16502
contig_2997	34249	6	-	-	1	left	2997
contig_2999	452410	4	-	-	1	right	9507,2999
contig_3000	21374	5	-	-	1	none	1610,5559,3000,11040,5435
contig_3001	9311	3	-	-	1	none	3001
contig_3002	121189	4	-	-	1	both	3002
contig_3003	49978	3	-	-	1	right	-737,-7901,3003
contig_3004	27937	3	-	-	1	left	3004
contig_3006	3325	5	-	-	1	both	3006
contig_3007	18682	5	-	-	1	right	3007
contig_3008	59583	5	-	-	1	none	3008,13558
contig_3009	118270	3	-	-	1	left	3009,9394
contig_3010	3275	5	-	-	1	both	3010
contig_3011	174214	3	-	-	1	left	3011,-15054,-15054,1574
contig_3014	65859	3	-	-	1	none	3014
contig_3015	60863	2	-	-	1	left	3015
contig_3016	106410	3	-	-	1	both	10781,3016
contig_3017	33235	4	-	-	1	left	3017
contig_3020	257390	4	-	-	1	left	3020,1515,-4951,1515
contig_3021	123811	3	-	-	1	left	3021
contig_3023	92528	3	-	-	1	none	-11421,3023
contig_3024	89532	3	-	-	1	right	3024
contig_3025	151741	4	-	-	1	right	3025
contig_3027	36251	3	-	-	1	none	3027
contig_3028	40464	3	-	-	1	none	7669,5734,1476,371,-11712,7294,9052,7669,5734,1476,3028
contig_3030	123234	4	-	-	1	both	3030
contig_3032	35813	3	-	-	1	both	3032
contig_3033	2390	4	-	-	1	both	3033
contig_3034	4215	3	-	-	1	both	3034
contig_3035	44662	4	-	-	1	right	3035
contig_3036	38022	5	-	-	1	none	-13319,3036
contig_3038	309476	5	-	-	1	none	2684,3038,3149
contig_3039	47508	4	-	-	1	left	3039
contig_3040	3516	3	-	-	1	both	3040
contig_3041	38372	5	-	-	1	left	3041
contig_3044	85595	3	-	-	1	right	3044
contig_3045	104622	5	-	-	1	both	3045
contig_3048	24106	5	-	-	1	none	7130,12738,6008,3048,9219,12667
contig_3049	135862	4	-	-	1	left	3049
contig_3050	44013	5	-	-	1	right	3050
contig_3051	66842	7	-	-	1	right	7997,3051
contig_3052	154089	4	-	-	1	left	3052
contig_3053	59151	4	-	-	1	left	3053,8997
contig_3055	13779	6	-	-	1	none	-15880,-3803,-6182,-11888,1681,3055
contig_3056	205725	5	-	-	1	right	3056
contig_3057	80035	5	-	-	1	left	3057,-5273
contig_3061	111587	3	-	-	1	none	7917,3061
contig_3064	298057	5	-	-	1	both	3064
contig_3065	99127	4	-	-	1	left	3065,-9196,12246,14182,-13500,4430,-2849,-12340
contig_3066	32178	8	-	-	1	none	14341,3066,-10305
contig_3067	39281	5	-	-	1	none	-13739,13999,3067,6993
contig_3068	61548	3	-	-	1	both	3068
contig_3069	59263	4	-	-	1	none	3069,-8845
contig_3072	22400	3	-	-	1	left	3072
contig_3075	231898	3	-	-	1	right	-16286,13984,-13453,10894,-2424,11983,13984,3075
contig_3076	88330	5	-	-	1	none	3076,-15348
contig_3077	20185	3	-	-	1	right	3077
contig_3078	212464	4	-	-	1	both	3078
contig_3079	73569	5	-	-	1	right	-16174,3079
contig_3080	107968	4	-	-	1	right	3080
contig_3081	130296	4	-	-	1	right	3081
contig_3082	64053	3	-	-	1	right	3082
contig_3083	12442	3	-	-	1	right	3083
contig_3084	266800	4	-	-	1	right	11543,3084
contig_3085	47869	3	-	-	1	none	3085,15751,15751,15751,15751
contig_3086	98754	4	-	-	1	none	3086,5231,8348,-8195
contig_3088	40045	7	-	-	1	right	-13805,-967,-9,7852,3088
contig_3089	235497	4	-	-	1	left	3089
contig_3090	79504	3	-	-	1	both	3090
contig_3091	70121	4	-	-	1	both	3091
contig_3092	95294	4	-	-	1	both	3092
contig_3093	3972	3	-	-	1	both	3093
contig_3094	16175	3	-	-	1	none	16404,4187,3094,-9484,-15946
contig_3095	73323	3	-	-	1	none	3095
contig_3096	120391	4	-	-	1	left	3096,-16249
contig_3097	20864	4	-	-	1	right	3097
contig_3098	28921	3	-	-	1	left	3581,17113,17113,17113,17113,17113,17113,17113,17113,17113,17113,17113,17113,17113,17113,17113,17113,11758,3098
contig_3099	165842	5	-	-	1	both	3099
contig_3101	216830	5	-	-	1	left	3101
contig_3102	637212	4	-	-	1	right	3102
contig_3103	74958	3	-	-	1	right	3103
contig_3104	72200	4	-	-	1	both	3104
contig_3105	2368	3	-	-	1	both	3105
contig_3106	20079	3	-	-	1	left	3106,15158
contig_3107	19905	4	-	-	1	left	3107,3433
contig_3108	97478	5	-	-	1	right	3108
contig_3109	88001	4	-	-	1	left	3109,15853
contig_3110	9401	7	-	-	1	both	3110
contig_3111	162954	4	-	-	1	left	3111
contig_3113	46009	5	-	-	1	both	3113,12265
contig_3114	42103	5	-	-	1	right	11002,3114
contig_3115	107459	4	-	-	1	none	3115,15816
contig_3116	3543	4	-	-	1	both	3116
contig_3117	59924	3	-	-	1	both	3117
contig_3118	116894	6	-	-	1	none	-14734,3118
contig_3119	74367	4	-	-	1	left	3119,-1852
contig_3120	50011	5	-	-	1	both	3120
contig_3121	20225	5	-	-	1	both	3121
contig_3122	132349	5	-	-	1	right	15016,16406,4110,3122
contig_3123	102263	5	-	-	1	both	3123
contig_3124	42445	6	-	-	1	right	3124
contig_3125	2297	4	-	-	1	both	3125
contig_3126	75045	4	-	-	1	left	3126
contig_3127	13716	3	-	-	1	none	3127
contig_3128	112208	6	-	-	1	right	3949,3949,11248,-15745,11248,11248,11248,11248,11248,11248,11248,11248,11248,11248,11248,11248,11248,-15745,4792,4792,4792,5159,8946,-6783,-7802,-15150,3949,3949,3128
contig_3129	13274	4	-	-	1	none	3129
contig_3130	70996	5	-	-	1	none	-13729,3130
contig_3131	213563	3	-	-	1	left	3131
contig_3132	23702	4	-	-	1	none	3132
contig_3133	215675	5	-	-	1	both	3133
contig_3134	36501	3	-	-	1	both	3134
contig_3136	55241	6	-	-	1	none	14859,3136,1538,16266,774
contig_3137	50082	5	-	-	1	none	3137,3414,-14261
contig_3138	140560	4	-	-	1	both	3138
contig_3139	25706	5	-	-	1	none	3139,-1546
contig_3141	156705	6	-	-	1	both	3141
contig_3142	4749	3	-	-	1	both	3142
contig_3143	8407	5	-	-	1	both	3143
contig_3144	5396	3	-	-	1	both	3144
contig_3145	50266	4	-	-	1	right	3145
contig_3146	546	8	-	-	1	both	3146
contig_3147	105324	3	-	-	1	both	3147
