#seq_name	length	cov.	circ.	repeat	mult.	graph_path
contig_3144	28430	3	-	-	1	*,3144
contig_3146	12233	5	-	-	1	3146,*
contig_3147	36394	5	-	-	1	4651,3147,*
contig_3149	5114	6	-	+	1	3149
contig_3150	45280	5	-	-	1	*,3150,*
contig_3151	88509	4	-	-	1	3151,-6656,-6656,-6656,-6656,-6656
contig_3152	68875	3	-	-	1	*,3152,*
contig_3153	46353	4	-	-	1	*,3153,*
contig_3154	114450	4	-	-	1	*,3154,*
contig_3155	85547	3	-	-	1	*,3155
contig_3156	137519	5	-	-	1	*,-10072,3156,*
contig_3157	457239	5	-	-	1	*,3157,*
contig_3158	3931	7	-	-	1	*,3158,*
contig_3160	82715	4	-	-	1	-10060,3160,5942
contig_3161	72171	5	-	-	1	-6663,6688,6848,3698,-4656,3161
contig_3162	52647	4	-	-	1	*,3162,*
contig_3163	64540	4	-	-	1	3163,*
contig_3164	56866	3	-	-	1	3164
contig_3165	19800	5	-	+	1	3165
contig_3166	110324	4	-	-	1	*,3166,2203
contig_3167	34741	4	-	-	1	11871,3167,*
contig_3168	29340	3	-	-	1	*,3168,*
contig_3169	17836	1	-	+	1	3169,*
contig_3170	15083	3	-	+	1	3170,*
contig_3171	102468	5	-	-	1	3171
contig_3172	42295	5	-	-	1	*,3172,-9492
contig_3173	12021	11	-	+	2	3173
contig_3175	14836	4	-	-	1	*,3175
contig_3176	66399	3	-	-	1	4231,3176
contig_3177	60000	4	-	-	1	3177,*
contig_3178	60088	3	-	-	1	*,3178,*
contig_3179	60246	5	-	-	1	-4724,4999,3179,3664,-11454,-5294
contig_3180	33084	4	-	-	1	*,3180,*
contig_3181	46005	3	-	-	1	*,3181,*
contig_3182	45493	5	-	-	1	*,3182,*
contig_3183	75794	5	-	-	1	-4366,3183,*
contig_3184	67234	4	-	-	1	*,3184,12647
contig_3187	51039	4	-	-	1	5606,3187,*
contig_3188	144490	4	-	-	1	*,3188,2932
contig_3189	14953	4	-	-	1	3189,*
contig_3190	71378	5	-	-	1	*,3190
contig_3191	155554	4	-	-	1	*,3191,*
contig_3193	152589	3	-	-	1	*,-2132,3193,2132,*
contig_3194	29890	4	-	-	1	-3159,-8515,3194
contig_3195	65057	5	-	-	1	*,3195,8315,*
contig_3196	141237	5	-	-	1	3196,*
contig_3197	41218	6	-	-	1	-7611,-958,3197,*
contig_3198	102860	5	-	-	1	3198,*
contig_3199	67993	4	-	-	1	*,3199,*
contig_3200	95672	5	-	-	1	2863,3200,*
contig_3201	16144	7	-	-	1	*,3201
contig_3203	40266	6	-	-	1	*,3203,14930,14930,14930
contig_3204	66775	4	-	-	1	-11343,-11343,-11343,-11343,-11343,-11343,-11343,-6869,11566,3204
contig_3207	77823	4	-	-	1	-12822,-12822,-12822,-12822,-12822,-12822,-12822,-12822,3207
contig_3208	76720	5	-	-	1	13809,3208,-7342
contig_3209	116118	4	-	-	1	3209,*
contig_3210	81494	5	-	-	1	*,3210,*
contig_3211	36351	3	-	-	1	*,-9356,3211,*
contig_3212	75170	3	-	-	1	3212,*
contig_3213	67708	4	-	-	1	*,3213,2932
contig_3214	21063	4	-	-	1	*,3214
contig_3215	28321	4	-	-	1	3215
contig_3216	52248	4	-	-	1	*,3216,*
contig_3217	51155	3	-	-	1	4259,3217
contig_3219	27587	4	-	-	1	*,3219,*
contig_3220	53716	4	-	-	1	*,3220,*
contig_3221	129998	4	-	-	1	8559,3221,-10781,-1972
contig_3222	85782	4	-	-	1	*,3222,*
contig_3223	61970	3	-	-	1	5317,3223,*
contig_3224	3225	21	-	+	4	3224
contig_3225	387422	4	-	-	1	*,3225,*
contig_3228	418575	5	-	-	1	6904,3228,-10781,-1972
contig_3229	99578	4	-	-	1	*,3229,-7438
contig_3231	91353	6	-	-	1	3231
contig_3232	126843	4	-	-	1	*,3232,*
contig_3233	72610	5	-	-	1	*,3233,*
contig_3234	46226	3	-	-	1	*,3234
contig_3235	85668	3	-	-	1	*,3235,-10237,*
contig_3236	9777	4	-	-	1	*,3236,*
contig_3237	129557	6	-	-	1	*,3237,*
contig_3238	114380	3	-	-	1	*,3238,*
contig_3239	89175	6	-	-	1	*,3239,*
contig_3240	61379	3	-	-	1	*,3240,*
contig_3241	53558	6	-	-	1	11566,-6495,-11343,-11343,-11343,-11343,3241,*
contig_3242	170010	4	-	-	1	-12822,-12822,-12822,-12822,-12822,-12822,-12822,-12822,-12822,-12822,3242,*
contig_3243	50768	6	-	-	1	*,3243
contig_3244	28487	4	-	-	1	*,3244,*
contig_3245	11363	5	-	-	1	3245,*
contig_3246	44558	4	-	-	1	*,3246,-14219,-4014
contig_3247	83096	4	-	-	1	*,3247
contig_3248	105669	4	-	-	1	*,3248,14701
contig_3249	57684	3	-	-	1	7977,3249,*
contig_3250	56621	5	-	-	1	*,3250,*
contig_3251	39856	5	-	-	1	*,3251,-6656,-6656,-6656,-6656,-6656
contig_3252	1193	6	-	+	1	3252
contig_3253	16412	3	-	-	1	7200,3253,-13765,11758,14239
contig_3254	22037	5	-	-	1	*,3254,*
contig_3255	84443	4	-	-	1	*,3255,14268,7369,8733,13514,*
contig_3256	54823	5	-	-	1	*,3256,2685
contig_3257	15966	5	-	-	1	*,3257
contig_3258	94188	6	-	-	1	-6327,3258,*
contig_3259	15843	4	-	-	1	-8651,3259
contig_3260	67757	3	-	-	1	*,3260,*
contig_3261	398212	4	-	-	1	3261,*
contig_3263	54959	4	-	-	1	8508,3263,*
contig_3265	998	7	-	+	1	3265
contig_3266	77056	3	-	-	1	3266,*
contig_3267	16221	7	-	+	1	3267
contig_3270	19910	3	-	-	1	9237,3270,*
contig_3271	36051	4	-	-	1	3271,*
contig_3272	39618	5	-	-	1	7258,3272,*
contig_3273	29044	4	-	-	1	3273,*
contig_3274	75551	3	-	-	1	*,3274,*
contig_3275	9047	9	-	+	2	3275
contig_3276	47630	4	-	-	1	*,3276,14930,14930,14930,14930,14930,14930,14930
contig_3277	39733	3	-	-	1	*,3277,*
contig_3278	156358	5	-	-	1	*,3278,*
contig_3279	133083	5	-	-	1	*,3279,*
contig_3280	29484	5	-	+	1	3280,*
contig_3281	93364	3	-	-	1	*,3281,*
contig_3282	43659	6	-	-	1	-2188,3282,*
contig_3284	23514	4	-	-	1	11137,3284,4579,-15053,11506,15108
contig_3285	47012	3	-	-	1	*,3285,*
contig_3286	143867	4	-	-	1	*,3286,*
contig_3287	42964	4	-	-	1	3287,*
contig_3288	33287	3	-	-	1	*,3288,-11292
contig_3289	12857	9	-	+	2	*,3289
contig_3290	13571	3	-	-	1	*,3290
contig_3291	89541	6	-	-	1	-4268,3291
contig_3292	100096	4	-	-	1	*,3292,*
contig_3293	101035	4	-	-	1	-6466,-6466,11420,-1663,-7234,-7234,-7234,-14520,13653,13653,13653,13653,-14776,3293,*
contig_3294	22733	1	-	+	1	*,3294
contig_3295	10030	4	-	-	1	3295,-9285
contig_3297	234267	5	-	-	1	*,3297,*
contig_3298	86733	4	-	-	1	-12856,3298,*
contig_3299	2701	3	-	-	1	*,3299,*
contig_3300	76493	3	-	-	1	*,3300,-14901,9988,10997
contig_3301	54027	3	-	-	1	-2722,3301,*
contig_3302	12431	7	-	+	1	3302
contig_3303	30230	4	-	-	1	*,3303,*
contig_3304	73328	4	-	-	1	*,3304,*
contig_3305	61412	5	-	-	1	*,3305,*
contig_3306	60485	4	-	-	1	*,3306,*
contig_3307	38621	4	-	-	1	*,3307,*
contig_3308	84823	4	-	-	1	6374,4177,-6400,-10689,5882,3308,3416
contig_3311	62856	4	-	-	1	*,3311,*
contig_3312	117320	4	-	-	1	*,3312,*
contig_3313	158311	5	-	-	1	10676,3313,*
contig_3314	28172	2	-	+	1	3314,*
contig_3315	103410	3	-	-	1	*,3315,*
contig_3316	57386	3	-	-	1	*,3316,*
contig_3317	18501	5	-	-	1	3317,*
contig_3318	74872	5	-	-	1	-12139,3318,-14063,6448,11537,11537
contig_3319	90806	5	-	-	1	-4853,3319,*
contig_3322	75192	5	-	-	1	*,3322,1931,-8102,-9210
contig_3323	38735	3	-	-	1	-6828,3323
contig_3324	47002	4	-	-	1	3324,*
contig_3325	122730	5	-	-	1	*,3325
contig_3326	9687	17	+	+	3	3326
contig_3327	5162	3	-	-	1	*,3327,*
contig_3328	36277	3	-	-	1	*,3328
contig_3329	909	6	-	+	1	3329
contig_3332	6179	1	-	+	1	3332
contig_3333	68388	4	-	-	1	3333,*
contig_3334	69613	3	-	-	1	4192,3334,13091,-6641,604,13849,6350,6350,14776,-13653,-13653,-13653,14520
contig_3335	91269	4	-	-	1	*,3335,-8111
contig_3336	9319	4	-	-	1	*,3336,*
contig_3337	129597	4	-	-	1	-4080,3337,*
contig_3339	5843	25	-	+	4	*,3339,*
contig_3343	281128	6	-	-	1	*,3343,*
contig_3344	128846	3	-	-	1	-4427,3344,-2418,-4928
contig_3345	9702	6	-	-	1	*,3345,*
contig_3346	94804	5	-	-	1	*,3346,*
contig_3347	131086	5	-	-	1	*,3347,*
contig_3348	6279	3	-	-	1	*,3348,*
contig_3349	128777	4	-	-	1	3349,*
contig_3351	75950	5	-	-	1	*,3351,*
contig_3352	276796	6	-	-	1	*,10660,3352,7012
contig_3355	203239	5	-	-	1	3355,6629
contig_3356	74079	4	-	-	1	*,3356,-5893
contig_3357	67741	3	-	-	1	-6149,3357,15137
contig_3358	8413	3	-	-	1	*,3358,*
contig_3359	21353	4	-	-	1	*,3359,-8778
contig_3361	67128	4	-	-	1	-6577,-6577,3361,*
contig_3362	43011	5	-	-	1	*,3362
contig_3363	90397	4	-	-	1	*,3363,*
contig_3364	132130	4	-	-	1	*,3364,1950
contig_3366	131083	6	-	-	1	*,3366,*
contig_3367	60925	4	-	-	1	*,3367,*
contig_3368	79431	3	-	-	1	*,3368,11152
contig_3369	13718	6	-	-	1	*,3369
contig_3370	36857	4	-	-	1	*,3370
contig_3371	55807	3	-	-	1	*,3371,*
contig_3372	96095	6	-	-	1	*,3372,*
contig_3373	39120	4	-	-	1	*,3373,-6384
contig_3374	35113	5	-	-	1	14474,-10970,-6845,13296,11513,3374
contig_3376	35409	5	-	-	1	*,3376,10375
contig_3377	146868	4	-	-	1	*,3377,*
contig_3378	256743	3	-	-	1	*,3378,*
contig_3379	25969	5	-	-	1	*,3379
contig_3380	130268	4	-	-	1	3380,*
contig_3381	27314	4	-	-	1	*,3381
contig_3382	68169	4	-	-	1	*,3382,*
contig_3383	122198	5	-	-	1	3383,*
contig_3384	2702	6	-	-	1	*,3384,*
contig_3385	47980	4	-	-	1	*,3385,*
contig_3386	409444	6	-	-	1	*,3386,*
contig_3388	107268	3	-	-	1	8751,3388,-10914
contig_3389	68898	4	-	-	1	*,3389,*
contig_3390	292493	5	-	-	1	*,3390,*
contig_3391	46560	6	-	-	1	-12557,14546,-6229,-13871,3391,*
contig_3392	32985	3	-	-	1	3392,*
contig_3393	43343	3	-	-	1	*,3393,*
contig_3394	258370	4	-	-	1	-6495,-11343,-11343,-11343,-11343,-11343,-11343,-11343,-11343,-11343,-11343,11566,3394,*
contig_3395	50180	3	-	-	1	3395,*
contig_3396	61099	3	-	-	1	*,3396,11527
contig_3397	80448	4	-	-	1	*,3397
contig_3398	18566	4	-	-	1	-11152,6666,3398,*
contig_3399	150918	6	-	-	1	13527,13657,-10180,-13570,7361,6245,12105,-10085,-4926,3399,*
contig_3400	36762	3	-	-	1	*,3400,6935,-7584,6400
contig_3401	428947	5	-	-	1	*,3401
contig_3402	392435	5	-	-	1	4244,3402,*
contig_3403	28345	4	-	-	1	*,3403,*
contig_3404	45509	5	-	-	1	-10830,3404,-14746,12988,-9367
contig_3405	21897	9	-	+	2	*,3405,*
contig_3406	63101	4	-	-	1	7504,3406,*
contig_3407	59875	5	-	-	1	*,3407
contig_3408	94657	3	-	-	1	-3027,10302,13812,3408
contig_3409	32958	3	-	-	1	3409,*
contig_3410	460068	6	-	-	1	*,3410,*
contig_3411	29721	3	-	-	1	*,3411,-11420,604,13849,6350,6350,14776,-13653
contig_3412	120615	5	-	-	1	3412,*
contig_3414	113099	4	-	-	1	-4230,12510,3414
contig_3415	5197	4	-	+	1	3415
contig_3417	53400	3	-	-	1	9130,3417,*
contig_3418	70418	3	-	-	1	-14930,-14930,-14930,-14930,-7331,-7331,-7331,3418,*
contig_3419	34230	3	-	+	1	*,3419
contig_3421	23112	3	-	-	1	*,3421,-14063,6448,11537,11537
contig_3423	67722	3	-	-	1	*,3423,*
contig_3424	46872	3	-	-	1	14815,3424
contig_3425	61902	3	-	-	1	*,3425,*
contig_3426	41354	4	-	-	1	*,3426,*
contig_3427	25106	4	-	-	1	5650,-12822,-12822,-12822,-12822,-12822,-12822,-12822,-12822,3427,*
contig_3428	33368	5	-	-	1	*,3428,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331
contig_3429	90773	6	-	-	1	2733,3429,11343,11343,11343
contig_3430	54226	3	-	-	1	*,3430,-2882,*
contig_3431	639	34	-	+	6	3431
contig_3432	91030	6	-	-	1	3432,*
contig_3433	1926	11	-	+	2	3433
contig_3434	119989	5	-	-	1	*,3434,*
contig_3435	35087	6	-	-	1	*,-11722,3435,*
contig_3436	110741	4	-	-	1	-7396,3436,*
contig_3437	5157	13	+	+	2	3437
contig_3438	150138	4	-	-	1	*,3438,*
contig_3439	2857	14	-	+	2	3439
contig_3440	127093	4	-	-	1	11110,3440,10137,*
contig_3441	62610	4	-	-	1	*,3441,*
contig_3442	36972	5	-	-	1	*,3442,*
contig_3443	5089	6	-	-	1	*,3443,*
contig_3444	123763	3	-	-	1	3444,*
contig_3445	44986	4	-	+	1	3445
contig_3446	204112	5	-	-	1	*,3446,*
contig_3447	5316	18	-	+	3	*,3447,*
contig_3449	65252	3	-	-	1	*,3449
contig_3450	48015	6	-	-	1	3450,14118,*
contig_3451	53025	5	-	-	1	-13243,3451,*
contig_3452	111812	4	-	-	1	*,3452,*
contig_3454	38430	6	-	-	1	*,3454
contig_3455	98025	5	-	-	1	3455,*
contig_3456	22826	3	-	-	1	*,3456,*
contig_3457	5924	19	-	+	3	3457
contig_3458	82203	3	-	-	1	*,3458,*
contig_3459	113226	4	-	-	1	3459,*
contig_3460	142300	4	-	-	1	10577,3460,*
contig_3461	2328	15	-	+	3	3461
contig_3462	6720	3	-	-	1	*,3462,*
contig_3463	94984	4	-	-	1	9954,3463,*
contig_3464	100604	4	-	-	1	*,3464
contig_3465	22598	3	-	-	1	*,3465
contig_3466	8601	5	-	-	1	*,3466,*
contig_3467	95564	3	-	-	1	-12740,3467,*
contig_3468	79352	5	-	-	1	*,3468
contig_3469	153596	5	-	-	1	*,3469,*
contig_3470	76118	6	-	-	1	8886,3470,13984,9864,12377
contig_3471	8385	3	-	-	1	*,3471,*
contig_3472	27873	5	-	-	1	*,3472,*
contig_3473	78407	4	-	-	1	*,3473
contig_3474	91221	5	-	-	1	3474,*
contig_3475	41017	3	-	-	1	*,3475
contig_3476	32769	9	-	+	2	3476
contig_3477	62101	5	-	-	1	*,3477,6394
contig_3478	14669	3	-	-	1	8036,3478
contig_3480	160744	3	-	-	1	8855,13088,3480,*
contig_3481	28645	3	-	-	1	3481,*
contig_3482	49756	4	-	-	1	3482,*
contig_3483	3468	4	-	-	1	*,3483,*
contig_3484	17319	5	-	-	1	3484,*
contig_3485	69029	3	-	-	1	*,3485,*
contig_3487	8896	6	-	-	1	*,3487,*
contig_3488	148686	6	-	-	1	-6607,3488,*
contig_3489	41860	4	-	-	1	*,3489
contig_3490	17816	3	-	-	1	3490,*
contig_3492	19443	3	-	-	1	*,3492,14930
contig_3493	109604	3	-	-	1	*,3493,12822,12822,12822,12822,12822
contig_3494	107430	4	-	-	1	3494,*
contig_3495	19857	7	-	-	1	*,3495,13267
contig_3496	136703	5	-	-	1	3496,*
contig_3497	87808	5	-	-	1	*,3497,-10109,*
contig_3498	97911	4	-	-	1	*,3498,-8702
contig_3499	43529	5	-	-	1	3499,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,-331,12266
contig_3500	79461	6	-	-	1	-12947,3500,*
contig_3501	36626	5	-	-	1	*,3501,6019
contig_3503	141105	4	-	-	1	4455,3503
contig_3504	6432	3	-	-	1	*,3504,*
contig_3505	17096	7	-	-	1	*,3505,13540,13540,13540,13540,-3783,7944,7944
contig_3506	21066	4	-	+	1	3506
contig_3507	158420	5	-	-	1	-14406,3507,*
contig_3508	77625	6	-	-	1	-12191,-8822,-8822,2802,8839,6821,4350,3508,14981,6146
contig_3510	64518	4	-	-	1	*,3510,-3731
contig_3511	9816	3	-	-	1	3511
contig_3512	43255	5	-	-	1	*,3512,*
contig_3513	44446	5	-	-	1	8026,3513,10852
contig_3514	19804	3	-	-	1	*,3514
contig_3516	12298	4	-	-	1	3516,*
contig_3517	222897	5	-	-	1	*,3517,*
contig_3518	67368	3	-	-	1	-14423,3518,*
contig_3519	274896	5	-	-	1	-12169,-15083,-15083,3264,-8086,-8086,-15083,3519,*
contig_3520	23379	5	-	+	1	*,3520
contig_3522	32596	6	-	-	1	*,3522,*
contig_3523	17629	5	-	-	1	*,3523
contig_3524	95703	4	-	-	1	-14936,3524,*
contig_3525	26879	3	-	-	1	3525,*
contig_3526	49119	5	-	-	1	*,3526,10059
contig_3527	82708	4	-	-	1	11351,6806,3527,*
contig_3528	131907	4	-	-	1	3528
contig_3529	11658	4	-	+	1	3529
contig_3530	77089	4	-	-	1	*,3530,*
contig_3531	8281	4	-	-	1	*,3531,*
contig_3533	97336	5	-	-	1	*,3533,*
contig_3534	246555	4	-	-	1	*,3534,*
contig_3535	78443	5	-	-	1	*,14649,3535
contig_3536	20438	3	-	-	1	*,3536
contig_3537	2756	16	+	+	3	3537
contig_3538	60483	3	-	-	1	*,3538,-13975,9485
contig_3540	96981	4	-	-	1	3540,2288,*
contig_3541	63420	4	-	-	1	6656,6656,6656,6656,6656,6656,6656,6656,6656,3541,3192,-7126,-7126
contig_3542	49751	3	-	-	1	3542,*
contig_3543	10075	6	-	+	1	3543
contig_3544	136650	3	-	-	1	*,3544,*
contig_3545	49133	4	-	-	1	*,3545
contig_3546	60294	3	-	-	1	*,3546,*
contig_3547	106644	4	-	-	1	*,3547,*
contig_3548	52828	2	-	-	1	-11343,-11343,-11343,-11343,-11343,-11343,-11343,3548,*
contig_3549	73284	3	-	-	1	3549,13091,-6641,604,604,13849,604,13849,6350,14776,-13653,-13653,-13653,-13653,-13653,7234,7234,1663,-11420
contig_3550	27715	4	-	-	1	*,3550,*
contig_3551	191937	4	-	-	1	3551
contig_3552	57111	6	-	-	1	*,3552,*
contig_3553	49680	4	-	-	1	3553,*
contig_3554	10952	4	-	+	1	*,3554
contig_3555	47512	3	-	+	1	3555,*
contig_3556	5304	8	-	+	1	3556
contig_3557	80063	5	-	-	1	*,3557,13703,-8550
contig_3558	40997	3	-	-	1	6656,6656,6656,6656,6656,3558,-10070
contig_3559	50345	5	-	-	1	6656,6656,6656,6656,-10055,6656,6656,6656,6656,6656,3559,*
contig_3560	9772	4	-	+	1	3560
contig_3561	135383	3	-	-	1	3561,*
contig_3562	117905	6	-	-	1	3562,10049,10049,10049,10049,10049,10049
contig_3563	173756	3	-	-	1	*,3563,-2785
contig_3564	61203	3	-	-	1	*,3564,*
contig_3565	306259	6	-	-	1	*,3565,*
contig_3566	134000	5	-	-	1	*,3566,*
contig_3567	4673	3	-	+	1	3567
contig_3568	195083	6	-	-	1	*,3568
contig_3569	5991	5	-	-	1	*,3569,*
contig_3570	51245	4	-	-	1	*,3570,*
contig_3571	40040	4	-	-	1	264,3571,7393
contig_3572	34543	3	-	-	1	*,3572
contig_3573	22372	6	-	+	1	3573,*
contig_3574	1066	6	-	+	1	3574
contig_3575	63736	3	-	-	1	*,3575,*
contig_3576	3401	4	-	+	1	3576
contig_3577	22510	3	-	-	1	6397,14030,-6611,3577,*
contig_3579	54417	7	-	-	1	*,3579,-8845,7010,7010,-2335,-2335
contig_3580	12493	3	-	-	1	3580,*
contig_3581	4226	10	-	+	2	3581
contig_3583	20496	3	-	-	1	6388,-8015,3583,*
contig_3585	80044	3	-	-	1	*,3585,-8427,-7376
contig_3586	77563	4	-	-	1	*,3586
contig_3587	634	57	-	+	10	3587
contig_3589	196351	5	-	-	1	15189,13596,5140,8473,6336,3589,*
contig_3590	40111	6	-	-	1	*,3590,*
contig_3591	71752	3	-	-	1	-10049,-10049,-10049,-10049,-10049,-10049,-10049,-10049,-10049,3591,7331,7331,7331,7118,14930,14930,14930,14930
contig_3592	37280	3	-	-	1	-7472,3592,*
contig_3593	123828	4	-	-	1	*,3593,*
contig_3594	38805	4	-	-	1	3594,*
contig_3595	87051	3	-	-	1	*,3595,*
contig_3596	75324	5	-	-	1	*,3596,3931
contig_3597	13251	3	-	-	1	-6249,3597
contig_3598	39592	3	-	-	1	*,3598,12697
contig_3599	93959	4	-	-	1	-11537,-6448,14063,3599,*
contig_3601	20481	4	-	-	1	9289,3601,*
contig_3603	2118	16	-	+	3	3603
contig_3604	48159	4	-	-	1	*,3604,4153,12210
contig_3605	70115	4	-	-	1	*,3605,*
contig_3607	52656	4	-	-	1	-6095,3607
contig_3608	352914	5	-	-	1	*,3608,*
contig_3610	59328	4	-	-	1	*,3610,*
contig_3611	38037	5	-	-	1	*,3611,*
contig_3612	34184	4	-	-	1	*,3612
contig_3613	8501	3	-	-	1	*,3613,*
contig_3614	36876	5	-	-	1	*,3614,-12487
contig_3615	64931	4	-	-	1	*,3615,6564,8217
contig_3616	15515	3	-	-	1	*,3616,14930,14930,7331,14930,14930,14930,14930,14930,14930,14930,-6037
contig_3617	38651	5	-	-	1	-72,10535,-12596,3617,*
contig_3619	5760	4	-	+	1	3619
contig_3620	20724	5	-	-	1	*,3620,6577,6577,6577,6577
contig_3621	25318	6	+	-	1	3621
contig_3622	140305	3	-	-	1	8235,3622,11343,11343,11343,11343,11343,11343,11343
contig_3623	54213	4	-	-	1	3623
contig_3624	96306	6	-	-	1	-4714,3624,-12510,4230
scaffold_3625	138357	5	-	-	1	3625,-166,??,-13205,10460
contig_3626	11163	9	-	+	2	*,3626
contig_3627	36339	3	-	-	1	*,3627,*
contig_3628	111465	3	-	-	1	*,3628,*
contig_3629	61328	4	-	-	1	*,3629,-7023,-7023,8915,-11503,-1980,*
contig_3630	120501	3	-	-	1	*,3630
contig_3631	59387	4	-	-	1	*,3631
contig_3632	15668	5	-	-	1	*,3632,14268,7369,8733
contig_3633	235857	5	-	-	1	*,2914,3633,*
contig_3634	1717	10	-	+	2	*,3634,*
contig_3636	52211	3	-	-	1	3636,*
contig_3637	45920	4	-	-	1	*,3637,*
contig_3638	75742	4	-	-	1	*,3638,*
contig_3639	72755	6	-	-	1	*,3639,*
contig_3640	58833	4	-	-	1	*,3640
contig_3642	236784	6	-	-	1	*,3642,*
contig_3643	28051	5	-	-	1	*,3643,*
contig_3645	124409	4	-	-	1	*,3645,10131
contig_3647	121488	4	-	-	1	*,-2091,3647,-8463
contig_3648	125337	5	-	-	1	*,3648,*
contig_3649	143780	3	-	-	1	*,3649,*
contig_3650	22124	4	-	-	1	*,3650,*
contig_3651	31259	3	-	-	1	6656,6656,-14547,14263,-12217,8325,2961,3651,*
contig_3652	7472	3	-	-	1	*,3652,*
contig_3653	33344	3	-	-	1	3653,5762
contig_3654	106449	4	-	-	1	*,3654,11194,7418,7418
contig_3655	60882	3	-	-	1	*,12259,3655,*
contig_3656	112110	4	-	-	1	*,3656
contig_3658	601	2294	-	+	382	3658
contig_3660	113860	3	-	-	1	1211,3660,*
contig_3661	97538	4	-	-	1	9837,3661,-8845,12085,7010,7010,-2335,-2335,-2335,-9832
contig_3662	80859	4	-	-	1	*,3662
contig_3663	12732	4	-	-	1	*,3663
contig_3665	46965	3	-	-	1	3665,2331
contig_3666	128083	7	-	-	1	*,3666,*
contig_3667	14476	4	-	-	1	6566,3667
contig_3668	7560	5	-	-	1	*,3668,*
contig_3669	8027	4	-	-	1	*,3669,*
contig_3670	6842	4	-	-	1	*,3670,*
contig_3672	6271	3	-	-	1	*,3672,*
contig_3673	26976	3	-	-	1	2524,-1819,3673
contig_3674	59719	6	-	-	1	3674,*
contig_3675	224531	4	-	-	1	*,3675,-2299
contig_3676	85646	4	-	-	1	-15126,3676,2969,*
contig_3677	44851	4	-	-	1	*,3677,*
contig_3678	9084	3	-	-	1	*,3678,*
contig_3679	43252	4	-	-	1	-7418,3679
contig_3680	100220	3	-	-	1	3680
contig_3681	69874	4	-	-	1	*,3681,-6116,-13824
contig_3682	114178	5	-	-	1	*,8869,3682
contig_3683	2606	3	-	+	1	3683
contig_3684	83604	4	-	-	1	*,3684
contig_3686	68581	6	-	-	1	3686
contig_3688	30264	4	-	-	1	3688,*
contig_3689	828	7	-	+	1	3689
contig_3690	45018	4	-	-	1	-14930,-14930,-14930,-14930,-11124,-7331,-14930,-14930,3690
contig_3691	76365	6	-	-	1	*,3691,*
contig_3692	30815	4	-	-	1	*,3692,*
contig_3693	38603	3	-	-	1	*,3693,*
contig_3694	12694	3	-	-	1	3694,*
contig_3695	229465	6	-	-	1	*,3695,-9783
contig_3696	341658	6	-	-	1	*,3696,5455,5455,*
contig_3697	41433	3	-	-	1	3697,*
contig_3699	132616	4	-	-	1	*,3699,5944,3891
contig_3700	30817	3	-	-	1	3700,*
contig_3701	28081	5	-	-	1	3701,12822,12822,12822,12822
contig_3702	63786	3	-	-	1	1972,10781,-2232,3702,*
contig_3703	156858	6	-	-	1	*,3703,*
contig_3704	71096	3	-	-	1	*,3704,*
contig_3705	68176	4	-	-	1	4859,-6577,-6577,-6577,-6577,-6577,-6577,-6577,-6577,-6577,-6577,3705,-7023,8915,-11503
contig_3706	22123	3	-	-	1	3706,*
contig_3707	102479	5	-	-	1	*,3707,-12399,6668,2283
contig_3708	17720	3	-	-	1	3708,*
contig_3710	19491	3	-	-	1	3710,*
contig_3711	21798	3	-	-	1	*,3711
contig_3712	91498	4	-	-	1	*,3712,8042
contig_3713	60042	5	-	-	1	*,3713,13655,9385
contig_3715	422108	6	-	-	1	*,3715
contig_3716	24003	4	-	-	1	3716,*
contig_3717	82222	5	-	-	1	*,3717,*
contig_3718	61817	7	-	-	1	*,3718
contig_3719	23897	4	-	-	1	*,3719
contig_3720	104765	4	-	-	1	*,3720
contig_3721	24417	5	-	-	1	-12906,-8707,-5599,-566,10993,3721,14320,4602
contig_3722	103931	3	-	-	1	-7019,-14113,4194,3722
contig_3723	146560	4	-	-	1	*,3723,*
contig_3724	69251	5	-	-	1	*,3724,7758,-7584,6400,-4177,-6374
contig_3725	221592	5	-	-	1	*,3725,*
contig_3726	77878	3	-	-	1	*,3726,*
contig_3727	50479	3	-	-	1	5384,-9563,12757,9573,3727,*
contig_3728	14227	14	-	+	2	3728
contig_3729	40963	4	-	-	1	-2283,-6668,3729,*
contig_3730	46933	4	-	-	1	3730,*
contig_3732	31323	19	-	+	3	3732
contig_3733	63898	5	-	-	1	*,3733,*
contig_3734	30857	5	-	-	1	*,3734,*
contig_3735	80854	3	-	-	1	*,3735,*
contig_3736	5468	12	-	+	2	3736,*
contig_3737	73221	3	-	-	1	*,3737
contig_3738	107814	7	-	-	1	*,3738,*
contig_3740	159721	4	-	-	1	*,3740,-8498
contig_3741	32419	4	-	-	1	*,3741,11630,11010
contig_3743	45532	3	-	-	1	3743
contig_3744	98995	4	-	-	1	*,3744,*
contig_3746	43947	3	-	-	1	13653,13653,-14776,-6350,-6350,-13849,-604,6641,-13091,3745,3746
contig_3747	131364	4	-	-	1	*,3747,*
contig_3748	176166	4	-	-	1	*,3748,*
contig_3749	124733	5	-	-	1	*,3749,*
contig_3750	174966	3	-	-	1	*,3750,*
