#seq_name	length	coverage	circular	repeat	mult	telomere	graph_path
contig_2044	69606	4	-	-	1	none	2044
contig_2047	119437	4	-	-	1	none	2047,1908,8646,12527,6899
contig_2049	172626	4	-	-	1	both	2049
contig_2050	7572	3	-	-	1	both	2050
contig_2051	44270	4	-	-	1	left	2051,-13676
contig_2052	98728	3	-	-	1	left	2052
contig_2053	24624	4	-	-	1	left	2053
contig_2055	61867	3	-	-	1	left	2055,79,11341,11341
contig_2056	64091	3	-	-	1	both	2056
contig_2057	121802	5	-	-	1	both	2057
contig_2058	86649	3	-	-	1	both	2058
contig_2059	42005	4	-	-	1	both	2059
contig_2060	128934	5	-	-	1	both	2060,-12779
contig_2061	52072	5	-	-	1	right	-13379,2061
contig_2062	49893	4	-	-	1	both	2062
contig_2063	98561	4	-	-	1	both	2063
contig_2064	161239	5	-	-	1	right	2064
contig_2065	29286	5	-	-	1	none	2065,13594
contig_2068	51054	4	-	-	1	none	-12803,-5709,2068
contig_2069	107936	5	-	-	1	none	7741,-13501,4815,4815,4815,4815,2467,-2762,-35,2069,31
contig_2070	99842	3	-	-	1	left	2070,13776,-10582,10457,7484,-823,-4525,-12552,13776
contig_2071	53623	8	-	-	1	none	12576,13517,13517,13517,13517,13517,2071,-13302,-13302,-13302,-13302,-13302,-13302,-13302,-13302,-13302,11256
contig_2073	158276	4	-	-	1	left	2073
contig_2074	85304	4	-	-	1	left	-10031,2074
contig_2075	99734	3	-	-	1	right	-11696,2075
contig_2076	69019	3	+	-	1	none	2076
contig_2077	106249	3	-	-	1	both	2077
contig_2078	60538	2	-	-	1	none	2078,-9577,9889,2024
contig_2079	59473	5	-	-	1	right	10264,11614,2079
contig_2082	74110	5	-	-	1	both	2082
contig_2083	68384	4	-	-	1	right	2083
contig_2085	30760	4	-	-	1	right	13154,2085
contig_2086	100205	5	-	-	1	left	2086
contig_2087	50633	4	-	-	1	left	2087
contig_2088	1514479	6	-	-	1	both	2088
contig_2089	109371	4	-	-	1	both	2089
contig_2090	70578	6	-	-	1	both	2090
contig_2091	86869	5	-	-	1	none	14103,-12912,2091,-13517,-13517,-13517,-13517,-13517,-13517,-11963
contig_2092	104941	3	-	-	1	none	-898,13310,13310,13310,13310,13310,13310,13310,13310,13310,13310,13310,13310,2092
contig_2093	40177	6	-	-	1	both	2093
contig_2094	215526	6	-	-	1	left	2094,7668,8358
contig_2095	79445	5	-	-	1	none	9575,2095,-9595,-1359
contig_2096	44766	4	-	-	1	both	2096
contig_2097	80090	3	-	-	1	right	10263,10864,2097
contig_2100	109529	3	-	-	1	right	2100
contig_2101	84886	4	-	-	1	right	421,2101
contig_2102	101285	4	-	-	1	both	2102
contig_2103	166680	4	-	-	1	both	2103
contig_2104	75286	3	-	-	1	both	2104
contig_2106	117941	5	-	-	1	none	4535,7952,2106,-13517,-13517,-13517
contig_2107	14888	4	-	-	1	right	7580,2107
contig_2108	178344	5	-	-	1	both	2108
contig_2109	107804	4	-	-	1	both	2109
contig_2110	33052	5	-	-	1	both	2110
contig_2111	31898	4	-	-	1	right	10707,2111
contig_2112	170737	5	-	-	1	none	9805,5018,2112,-13517,-13517,-13517,-13517,-13517,-13517,-13517
contig_2113	254959	5	-	-	1	right	12500,13661,-9425,-9425,-9425,-9425,-9425,-9425,-9425,-9425,-9425,-9425,13661,2113
contig_2115	85359	6	-	-	1	left	2115,8187,35,2762,-2467,-4815,-14094,13410,13410,13410,13410
contig_2116	66754	3	-	-	1	both	2116
contig_2117	143969	3	-	-	1	both	2117
contig_2118	91587	6	-	-	1	both	2118
contig_2119	57182	3	-	-	1	both	2119
contig_2120	2673	3	-	-	1	both	2120
contig_2121	96173	5	-	-	1	both	2121
contig_2122	55834	3	-	-	1	left	2122
contig_2123	72663	4	-	-	1	both	2123
contig_2124	80526	5	-	-	1	both	2124
contig_2127	63186	3	-	-	1	both	2127
contig_2128	67815	3	-	-	1	right	2128
contig_2129	66288	5	-	-	1	both	2129
contig_2130	87192	3	-	-	1	right	2130
contig_2131	64692	4	-	-	1	none	2131,-12348,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-9913,6766,10914
contig_2132	91739	5	-	-	1	both	2132
contig_2133	111676	4	-	-	1	right	2133
contig_2136	29187	1	-	-	1	none	192,192,2663,-9983,2136,-9352,7912
contig_2138	218207	4	-	-	1	right	11275,2138
contig_2139	104666	4	-	-	1	both	2139
contig_2141	284029	4	-	-	1	both	2141
contig_2142	63958	5	-	-	1	none	2142,-5065,2451
contig_2143	177874	5	-	-	1	both	2143
contig_2144	20136	5	-	-	1	both	2144
contig_2145	220013	4	-	-	1	left	2145
contig_2146	57800	3	-	-	1	right	-9299,2146
contig_2147	167461	6	-	-	1	both	2147
contig_2148	54753	4	-	-	1	right	2148
contig_2150	89135	4	-	-	1	right	2150
contig_2152	136837	3	-	-	1	right	2152
contig_2153	94384	5	-	-	1	left	2153,8573,-11066,-3211,-3211,-3211,-3211,-3211,-3211
contig_2156	27476	3	-	-	1	both	2156
contig_2159	55141	3	-	-	1	right	13308,2159
contig_2160	78963	3	-	-	1	left	2160,-4434
contig_2161	229899	4	-	-	1	right	2593,-6860,2161
contig_2163	121079	4	-	-	1	right	2163
contig_2164	7198	5	-	-	1	both	2164
contig_2165	47645	3	-	-	1	both	2165
contig_2166	65282	4	-	-	1	right	2166
contig_2167	854629	5	-	-	1	both	2167
contig_2168	81773	5	-	-	1	left	2168,-5076
contig_2169	15754	4	-	-	1	left	2169
contig_2171	146992	4	-	-	1	both	-751,2171
contig_2172	352997	6	-	-	1	both	2172
contig_2173	63466	3	-	-	1	both	2173
contig_2175	51106	4	-	-	1	none	2175
contig_2177	103661	4	-	-	1	both	2177,-3050
contig_2178	97260	5	-	-	1	none	10883,2178
contig_2179	81445	4	-	-	1	both	2179
contig_2180	6808	4	-	-	1	both	2180
contig_2181	26036	3	-	-	1	none	2181
contig_2182	29709	6	-	-	1	both	2182
contig_2184	143115	4	-	-	1	both	2184
contig_2187	91133	3	-	-	1	both	2187
contig_2188	61827	3	-	-	1	both	2188
contig_2189	159281	3	-	-	1	both	2189
contig_2190	58230	3	-	-	1	both	2190
contig_2191	4206	4	-	-	1	both	2191
contig_2193	40030	4	-	-	1	none	-3850,2193,10586,11502,12822,12142,13225
contig_2194	162704	5	-	-	1	right	2194
contig_2196	108043	3	-	-	1	right	12035,2196
contig_2197	46352	3	-	-	1	both	2197
contig_2199	71551	4	-	-	1	left	2199,-13302,-13302,-13302,-13302,-13302
contig_2200	167434	5	-	-	1	left	2200
contig_2203	52030	4	-	-	1	right	2203
contig_2204	183538	6	-	-	1	right	2204,-3339
contig_2206	165833	5	-	-	1	left	2206,-10820
contig_2208	125677	5	-	-	1	right	2208
contig_2209	75594	4	-	-	1	both	2209
contig_2211	99585	5	-	-	1	right	-3147,2346,8891,2862,7327,7327,7327,13439,2211
contig_2212	57764	7	-	-	1	both	2212
contig_2214	57681	4	-	-	1	both	2214
contig_2217	28587	4	-	-	1	both	2217
contig_2218	64474	5	-	-	1	both	2218
contig_2219	80802	4	-	-	1	left	2219
contig_2220	99727	3	-	-	1	left	2220,3373,-8117,-7415
contig_2222	93649	4	-	-	1	none	2222,4826
contig_2224	197673	6	-	-	1	both	2224
contig_2225	113906	3	-	-	1	both	2225
contig_2226	150374	4	-	-	1	left	2226,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517
contig_2227	50229	3	-	-	1	both	2227
contig_2228	82973	4	-	-	1	left	2228
contig_2229	90575	4	-	-	1	both	2229
contig_2230	542792	4	-	-	1	both	2230
contig_2233	102047	3	-	-	1	both	2233
contig_2234	729144	6	-	-	1	right	7580,-2024,-9889,12401,2234
contig_2236	78386	4	-	-	1	left	2236
contig_2237	37925	6	-	-	1	right	2237
contig_2238	98992	3	-	-	1	both	2238
contig_2240	113538	3	-	-	1	both	2240
contig_2241	106475	3	-	-	1	both	2241
contig_2242	188852	4	-	-	1	both	2242
contig_2243	66339	4	-	-	1	both	2243
contig_2244	40428	5	-	-	1	left	12570,-4902,2244,8668
contig_2245	79649	3	-	-	1	both	2245
contig_2246	93105	6	+	-	1	none	2246
contig_2248	96206	6	-	-	1	right	2248
contig_2249	136408	4	-	-	1	both	2249
contig_2250	145681	4	-	-	1	left	2250
contig_2252	14464	3	-	-	1	left	2252
contig_2253	33558	3	-	-	1	none	2253
contig_2254	111002	4	-	-	1	none	2254
contig_2255	119245	6	-	-	1	both	2255
contig_2256	3119	3	-	-	1	both	2256
contig_2257	87233	5	-	-	1	both	2257
contig_2259	47940	4	-	-	1	right	-7507,2259
contig_2260	191961	4	-	-	1	left	2260,-13517,-13517,-13517,-13517,-13517,-13654,-13517,-13517,-1342
contig_2261	45238	4	-	-	1	right	-10779,2261
contig_2262	85250	7	-	-	1	both	2262
contig_2263	21653	4	-	-	1	left	2263,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517
contig_2264	24339	3	-	-	1	right	6747,2264
contig_2266	55627	4	-	-	1	right	-12028,2266
contig_2270	346788	4	-	-	1	both	2270
contig_2271	85021	4	-	-	1	left	2271,-726
contig_2272	64659	5	-	-	1	both	2272
contig_2274	45868	4	-	-	1	both	2274
contig_2275	63979	4	-	-	1	right	-12944,192,192,2663,-9092,2275
contig_2277	185809	4	-	-	1	both	2277
contig_2278	53863	6	-	-	1	both	2278
contig_2280	40393	4	-	-	1	right	2280
contig_2282	282863	5	-	-	1	none	2282
contig_2286	441057	4	-	-	1	both	2286
contig_2287	46600	4	-	-	1	both	2287
contig_2292	143376	4	-	-	1	left	2292,-8626,-5063
contig_2293	171712	3	-	-	1	both	2293
contig_2295	45053	6	-	-	1	none	2295
contig_2297	101297	4	-	-	1	both	2297
contig_2298	245840	5	-	-	1	both	2298
contig_2299	82705	4	-	-	1	right	2299
contig_2300	130160	4	-	-	1	both	2300
contig_2301	124397	4	-	-	1	left	2301
contig_2302	35308	4	-	-	1	left	2302
contig_2303	38500	4	-	-	1	both	2303
contig_2304	180468	3	-	-	1	both	2304
contig_2305	68024	4	-	-	1	both	2305
contig_2307	65107	5	-	-	1	none	-12620,2307
contig_2308	69822	4	-	-	1	right	2308
contig_2309	150307	3	-	-	1	none	2309,-13439,-7327,-7327,-7327
contig_2310	266127	5	-	-	1	both	2310
contig_2311	90165	3	-	-	1	right	-10086,-10086,10113,-3392,2311
contig_2313	49512	5	-	-	1	right	192,192,2663,-9092,9933,2313
contig_2314	31227	4	-	-	1	right	2314
contig_2316	23449	5	-	-	1	left	2316,-13517,-13517,9722,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517
contig_2317	155183	3	-	-	1	left	2317,2919,2919,2919,2919,2919,-1188,2919,-1188
contig_2318	129991	3	-	-	1	right	2318
contig_2319	409988	4	-	-	1	both	2319
contig_2320	72369	5	-	-	1	both	2320
contig_2322	79445	3	-	-	1	left	2322
contig_2324	17732	3	-	-	1	none	2324
contig_2325	76662	3	-	-	1	right	12670,2325
contig_2326	49600	4	-	-	1	left	2326
contig_2327	18685	6	-	-	1	none	-258,2327,-6175
contig_2329	9239	4	-	-	1	both	2329
contig_2330	73293	3	-	-	1	both	2330
contig_2331	45171	4	-	-	1	both	2331
contig_2332	34891	4	-	-	1	both	2332
contig_2333	47281	3	-	-	1	both	2333
contig_2334	64188	4	-	-	1	both	2334
contig_2335	40998	5	-	-	1	left	2335
contig_2336	245655	4	-	-	1	both	-8538,2336
contig_2337	142159	5	-	-	1	none	2337,-6252
contig_2338	30013	4	-	-	1	none	2338
contig_2339	42351	3	-	-	1	both	2339
contig_2340	129094	6	-	-	1	left	2340,-9060,10235,-9791,-13517,-13517
contig_2341	194964	4	-	-	1	left	2341
contig_2342	68707	3	-	-	1	both	2342
contig_2343	132074	5	-	-	1	right	-5668,2343
contig_2345	75469	4	-	-	1	none	-8712,7777,11361,2345
contig_2347	93723	4	-	-	1	both	2347
contig_2348	41432	3	-	-	1	both	2348
contig_2349	33016	3	-	-	1	both	2349
contig_2350	80683	3	-	-	1	both	2350
contig_2351	95299	6	-	-	1	none	9599,2351,8855
contig_2352	100245	3	-	-	1	both	2352
contig_2354	51543	5	-	-	1	none	2354,-11144
contig_2355	173092	4	-	-	1	none	-618,2355,-5916
contig_2358	58383	4	-	-	1	both	2358
contig_2359	203412	4	-	-	1	both	2359
contig_2360	56831	4	-	-	1	both	2360
contig_2361	68717	3	-	-	1	none	11785,2361
contig_2362	44889	5	-	-	1	left	2362,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517
contig_2363	61978	4	-	-	1	both	2363
contig_2364	35777	4	-	-	1	none	2364
contig_2365	25350	4	-	-	1	none	7327,-821,2365
contig_2366	174549	4	-	-	1	none	13450,2366,-13517,-13517,-13517
contig_2367	46422	5	-	-	1	both	2367
contig_2368	69826	3	-	-	1	both	2368
contig_2369	91663	4	-	-	1	both	2369
contig_2370	68153	4	-	-	1	right	2370
contig_2371	26889	4	-	-	1	left	2371,-12055
contig_2372	47119	3	-	-	1	left	2372
contig_2373	38804	3	-	-	1	none	-6223,2373
contig_2377	41705	4	-	-	1	none	2377,13698
contig_2378	56912	5	-	-	1	none	-5196,13863,13863,13863,13863,-11935,-10092,12178,12178,12178,12178,2378,-13517,10235,-13517,-13517,12026
contig_2379	21308	4	-	-	1	left	2379
contig_2380	111612	4	-	-	1	left	2380,9556,-11453
contig_2382	22943	4	-	-	1	none	2382
contig_2383	99934	4	-	-	1	both	2383
contig_2384	54330	3	-	-	1	both	2384
contig_2387	61113	5	-	-	1	left	2387,-13517,-13517,7668,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-5122
contig_2388	271784	6	-	-	1	both	2388
contig_2389	115934	4	-	-	1	none	10887,2389
contig_2393	137271	5	-	-	1	both	2393
contig_2394	124117	4	-	-	1	both	2394
contig_2395	44834	6	-	-	1	right	2395,4937
contig_2396	134681	3	-	-	1	right	13517,13517,13517,13517,13517,13517,13517,13517,12867,-10235,13517,2396
contig_2397	72863	3	-	-	1	both	2397
contig_2398	33066	5	-	-	1	none	2398
contig_2399	165936	3	-	-	1	none	-13551,2399
contig_2400	91238	6	-	-	1	none	-9425,-9425,-9425,-9425,-9425,-9425,-9425,-9425,-9425,2400,-9953,-5735
contig_2402	193630	4	-	-	1	both	2402
contig_2403	85842	5	-	-	1	both	2403
contig_2404	52905	3	-	-	1	both	2404
contig_2405	62188	5	-	-	1	both	2405
contig_2406	131575	3	-	-	1	none	4936,11900,2406,-13517,-13517,4870,-13517,-13517,-13517,-13517,-13517,-13706
contig_2407	86058	3	-	-	1	right	2407
contig_2409	44340	4	-	-	1	both	2409
contig_2411	18208	3	-	-	1	right	13397,2486,-1844,12690,2411
contig_2412	147739	4	-	-	1	right	2412
contig_2413	43518	3	-	-	1	none	-9728,2413,4382
contig_2414	68943	4	-	-	1	left	2414,-13429
contig_2415	316852	4	-	-	1	right	7637,-8872,-11207,3986,-6697,-807,7637,7637,2415
contig_2417	59330	3	-	-	1	both	2417
contig_2418	39852	7	-	-	1	both	2418
contig_2420	107569	3	-	-	1	both	2420
contig_2421	41690	4	-	-	1	both	2421
contig_2422	66432	5	-	-	1	both	2422
contig_2423	108201	4	-	-	1	both	2423
contig_2424	160756	4	-	-	1	both	2424
contig_2426	96659	5	-	-	1	right	12897,13517,13517,13517,13517,13517,13517,13517,13517,2426
contig_2427	86737	3	-	-	1	both	2427
contig_2428	90709	5	-	-	1	right	2428
contig_2429	202775	3	-	-	1	both	2429
contig_2430	50867	3	-	-	1	both	2430
contig_2433	70831	5	-	-	1	both	2433
contig_2435	85614	7	-	-	1	both	2435,-10032
contig_2436	152438	5	-	-	1	left	2436
contig_2437	43371	4	-	-	1	left	2437,-12125
contig_2439	17436	4	-	-	1	right	2439
contig_2443	53494	4	-	-	1	both	2443
contig_2444	65695	5	-	-	1	left	2444,-13517,-13517,-13517,-13517,-13517,-13517,-13517
contig_2445	65537	5	-	-	1	both	2445
contig_2447	405269	6	-	-	1	both	2447
contig_2448	63196	4	-	-	1	both	2448
contig_2449	99567	4	-	-	1	right	13517,13517,13517,13517,13517,9614,13517,2449
contig_2452	56183	3	-	-	1	right	-6894,2452
contig_2453	128535	4	-	-	1	both	2453
contig_2455	97809	6	-	-	1	both	2455
contig_2456	71695	3	-	-	1	both	2456
contig_2458	88662	4	-	-	1	left	2458,-13517,-13517,-13517,-13517,-13517
contig_2459	114936	5	-	-	1	both	2459
contig_2460	166890	3	-	-	1	both	2460
contig_2462	36476	3	-	-	1	left	2462,11620
contig_2463	71557	3	-	-	1	right	13571,2463
contig_2464	217687	5	-	-	1	both	2464
contig_2465	42135	7	-	-	1	left	11553,2465
contig_2466	53385	5	-	-	1	right	-551,2466
contig_2468	169140	4	-	-	1	none	10682,12406,7806,12406,4158,3091,2468,13213,-4450,-8125,9803,13213,-4450,-8125,-2151,9425,9425,9425,6868,9803,13213,-4450,-8125,9803,13213
contig_2470	82454	4	-	-	1	left	2470
contig_2472	46166	4	-	-	1	left	2472,-602,-13517,-13517,-2105
contig_2473	51590	3	-	-	1	both	2473
contig_2475	35127	5	-	-	1	both	2475
contig_2476	42354	4	-	-	1	right	13517,13517,13517,13517,-13153,13517,13517,13517,13517,2476,-6543
contig_2477	71470	3	-	-	1	both	2477
contig_2478	72692	3	-	-	1	both	2478
contig_2480	28309	4	-	-	1	both	2480
contig_2481	188773	7	-	-	1	both	2481
contig_2482	138991	5	-	-	1	both	2482
contig_2483	8064	4	-	-	1	both	2483
contig_2484	2760	5	-	-	1	both	2484
contig_2485	81863	3	-	-	1	both	2485
contig_2487	128791	4	-	-	1	both	2487
contig_2488	142062	4	-	-	1	right	1340,2488
contig_2489	28293	4	-	-	1	both	2489
contig_2490	34452	4	-	-	1	right	-11307,2490
contig_2492	76090	4	-	-	1	none	-11060,-2205,2492,-10270
contig_2494	7569	3	-	-	1	both	2494
contig_2495	225700	5	-	-	1	left	2495,6253,6698
contig_2497	121815	5	-	-	1	none	-7455,2497,10947
contig_2499	36317	8	-	-	1	both	2499
contig_2500	108400	4	-	-	1	left	2500,-13731
contig_2503	55790	5	-	-	1	both	2503
contig_2504	55260	4	-	-	1	left	2504,3422
contig_2505	46455	3	-	-	1	right	2505
contig_2506	4392	5	-	-	1	both	2506
contig_2507	15293	3	-	-	1	right	2507
contig_2509	131936	5	-	-	1	left	13890,13890,2509
contig_2510	113835	6	-	-	1	none	2510
contig_2511	92653	3	-	-	1	right	-4333,2511
contig_2512	198560	5	-	-	1	left	12318,2512,-13125,9425,9425,9425,9425,9425,9425,9425,9425,9425
contig_2513	17127	4	-	-	1	none	13302,13302,13302,2513
contig_2515	24952	3	-	-	1	both	2515
contig_2516	57367	6	-	-	1	both	2516
contig_2517	268525	4	-	-	1	left	2517,10038,-11784,10038
contig_2518	50480	4	-	-	1	left	2518,3814
contig_2520	206994	4	-	-	1	both	2520
contig_2521	124537	4	-	-	1	right	8281,2521
contig_2522	67539	4	-	-	1	right	2522
contig_2524	23865	6	-	-	1	none	2524
contig_2526	191830	5	-	-	1	both	2526
contig_2528	19639	4	-	-	1	right	2528
contig_2530	60260	4	-	-	1	both	2530
contig_2532	237419	4	-	-	1	left	2532
contig_2533	51014	4	-	-	1	right	2533
contig_2534	7195	3	-	-	1	none	2534
contig_2535	35736	3	-	-	1	both	2535
contig_2536	119504	3	-	-	1	both	2536
contig_2537	67552	4	-	-	1	both	2537
contig_2539	138440	5	-	-	1	left	2539,-5166,13319,7370,-13517,-13517,-13517
contig_2540	98923	4	-	-	1	both	2540
contig_2541	124077	6	-	-	1	right	4441,2541
contig_2545	57172	4	-	-	1	left	2545
contig_2546	59849	4	-	-	1	left	2546
contig_2547	2690	3	-	-	1	both	2547
contig_2548	76274	3	-	-	1	none	-11870,2548,-8844
contig_2549	134362	4	-	-	1	left	2549,10086
contig_2550	23451	5	-	-	1	left	2550,2105
contig_2551	127610	4	-	-	1	left	2551,10210,-631
contig_2552	31496	6	-	-	1	both	2552
contig_2554	104277	5	-	-	1	right	2554
contig_2555	44860	4	-	-	1	both	2555
contig_2556	68543	6	-	-	1	both	2556
contig_2557	104665	6	-	-	1	both	2557
contig_2558	54717	3	-	-	1	left	-4241,2558,-7739
contig_2559	33247	5	-	-	1	both	2559
contig_2560	101639	3	-	-	1	left	2560,11307,-13505,12975
contig_2561	156849	4	-	-	1	both	2561
contig_2562	72565	4	-	-	1	both	2562
contig_2563	177217	3	-	-	1	right	8728,2563
contig_2568	39046	4	-	-	1	left	2568,-12810,3761,13457,-5265
contig_2570	69831	4	-	-	1	both	2570
contig_2571	176843	3	-	-	1	right	12497,2571
contig_2572	281080	5	-	-	1	both	2572
contig_2574	75740	3	-	-	1	none	2574
contig_2575	68434	4	-	-	1	left	2575
contig_2576	90083	4	-	-	1	none	2576
contig_2577	149007	4	-	-	1	both	2577
contig_2579	64587	6	-	-	1	right	-618,2579
contig_2581	65051	3	-	-	1	left	2581,-13517,-13517,-13517,-13517,-13517,8367,-13517,-13517,-13517
contig_2582	110948	4	-	-	1	right	532,2582
contig_2584	161813	4	-	-	1	both	2584
contig_2585	85005	3	-	-	1	right	2585,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-2779,5680,8907,-12216,13771,-11927
contig_2586	119231	5	-	-	1	none	2586,3335,-12233,-3211,-3211,-3211,-3211,-3211,-3211,-3211,-3211,-3211,-3211,-3211,-3211,-3211,-3211,-3211,-3211,-3211,-3211,-3211,-3211,-3211,8437,-2374,-12178,-12178,-12178,-12178,-12178,-12178,-12178,-12178,-12178,-12178,-12178,-12178,-12178,-12178,-12178,-12178,-12178,-12178,10092,11935,-13863,-13863,-13863,-13863,5196
contig_2587	55306	3	-	-	1	none	-8529,11971,11971,11971,-13461,2587,-7103
contig_2588	112112	5	-	-	1	right	11376,2588
contig_2589	52233	3	-	-	1	both	2589
contig_2591	46341	4	-	-	1	both	2591
contig_2592	235442	3	-	-	1	right	13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,2592
contig_2594	67462	5	-	-	1	both	2594
contig_2596	38731	5	-	-	1	right	2596
contig_2597	246937	5	-	-	1	left	2597,-13518,-7152,-13517,-13517
contig_2599	228244	5	-	-	1	left	2599,-4425,9456
contig_2600	53591	4	-	-	1	both	2600,12011
contig_2601	370520	5	-	-	1	both	2601
contig_2603	93649	5	-	-	1	left	2603,4373
contig_2604	110607	4	-	-	1	none	13120,13120,13120,13120,13120,13120,13120,13120,13120,2604,-1492
contig_2605	105538	3	-	-	1	right	-1905,4837,2605
contig_2606	64563	5	-	-	1	both	2606
contig_2607	115648	4	-	-	1	both	2607
contig_2609	54634	3	-	-	1	both	2609
contig_2611	56607	5	-	-	1	none	2611
contig_2612	47790	3	-	-	1	both	2612
contig_2614	67100	4	-	-	1	left	2614
contig_2617	18906	4	-	-	1	left	2617
contig_2618	92197	3	-	-	1	both	2618
contig_2619	111591	3	-	-	1	both	2619
contig_2621	85469	4	-	-	1	both	2621
contig_2622	64438	3	-	-	1	left	2622,13776,-10582,10457
contig_2623	72206	4	-	-	1	left	2623
contig_2624	47896	4	-	-	1	both	2624
contig_2625	81567	3	-	-	1	left	2625,-3379
contig_2626	138144	4	-	-	1	none	2626
contig_2628	161375	4	-	-	1	both	11755,2628
contig_2629	432648	5	-	-	1	left	2629,-7138
contig_2630	53782	3	-	-	1	left	2630
contig_2632	95447	6	-	-	1	right	1688,-13036,2632
contig_2633	87323	3	-	-	1	left	2633,-12392
contig_2634	149209	5	-	-	1	left	2634,9497,-5710
contig_2636	61993	4	-	-	1	none	2636,-13517,-13517,-13517,-13517,-13517
contig_2637	125212	4	-	-	1	both	2637
contig_2638	82625	5	-	-	1	left	2638,526
contig_2639	78428	3	-	-	1	both	2639
contig_2640	37088	4	-	-	1	none	13517,13517,13517,13517,13517,13517,2640
contig_2641	36115	4	-	-	1	both	2641
contig_2642	41004	5	-	-	1	both	2642
contig_2643	223444	4	-	-	1	both	2643
contig_2644	129227	7	-	-	1	left	2644,-8598,-8598,9840
contig_2645	12144	3	-	-	1	none	2645
contig_2646	97383	4	-	-	1	both	2646
contig_2647	31265	3	-	-	1	left	2647
contig_2648	107014	4	-	-	1	right	2648
contig_2649	107064	5	-	-	1	both	2649
contig_2651	61377	5	-	-	1	left	2651
contig_2652	252094	4	-	-	1	both	2652
contig_2654	58680	5	-	-	1	left	2654
contig_2655	70884	5	-	-	1	left	2655,9467
contig_2656	82297	3	-	-	1	both	2656
contig_2657	266744	4	-	-	1	right	-9425,-9425,-9425,-9425,-9425,-9425,2657
contig_2659	46312	3	-	-	1	none	2659
contig_2660	99387	4	-	-	1	both	2660
contig_2661	4104	4	-	-	1	both	2661
contig_2664	43137	3	-	-	1	left	2664
contig_2666	110661	4	-	-	1	left	2666,-3406
contig_2667	204071	5	-	-	1	right	-7668,11499,13882,13517,4619,-7668,11499,-6118,13882,2667
contig_2668	8316	3	-	-	1	none	-13136,13517,-12234,-13543,2668
contig_2670	59998	5	-	-	1	both	2670
contig_2672	96209	3	-	-	1	right	622,13517,13517,13517,13517,13517,13517,13517,13517,13517,2672
contig_2673	95100	3	-	-	1	both	8848,2673,9618
contig_2676	12808	3	-	-	1	left	2676
contig_2677	97036	3	-	-	1	both	2677
contig_2678	1346547	5	-	-	1	right	2678
contig_2680	81161	8	-	-	1	left	2680,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517
contig_2681	101817	4	-	-	1	both	2000,8548,2681
contig_2683	167236	6	-	-	1	both	2683
contig_2684	23603	4	-	-	1	left	2684
contig_2685	85167	5	-	-	1	right	2685
contig_2686	172383	4	-	-	1	both	2686
contig_2687	506809	5	-	-	1	both	2687
contig_2688	355709	4	-	-	1	both	2688
contig_2689	65758	5	-	-	1	left	2689,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,13701,-13517
contig_2691	120512	3	-	-	1	both	2691,11105
contig_2692	165735	4	-	-	1	none	2692,10086
contig_2695	58581	5	-	-	1	none	2695
contig_2696	53127	4	-	-	1	left	-10414,2696,11431,11431,-9797
contig_2698	119891	5	-	-	1	right	-2268,2698
contig_2699	151599	6	-	-	1	both	2699
contig_2700	100926	4	-	-	1	none	2700,-13517,-13517,8646,12527,6899,-13517
contig_2702	4644	7	-	-	1	both	2702
contig_2703	32352	4	-	-	1	left	2703,1308
contig_2704	142931	3	-	-	1	both	2704
contig_2705	226322	5	-	-	1	left	2705
contig_2706	53707	4	-	-	1	none	2706,11476
contig_2707	69611	5	-	-	1	right	3211,2707
contig_2708	162338	5	-	-	1	both	2708
contig_2710	61719	5	-	-	1	both	2710
contig_2711	8379	5	-	-	1	both	2711
contig_2712	89333	5	-	-	1	left	2712,7333
contig_2713	115491	6	-	-	1	left	2713,9924,6839,-1526
contig_2715	57807	5	-	-	1	right	-8440,-9390,12486,2715
contig_2718	137975	3	-	-	1	right	-6326,11643,2718
contig_2720	28734	5	-	-	1	right	2720
contig_2721	202837	5	-	-	1	none	2721
contig_2722	197045	4	-	-	1	both	2722
contig_2724	159464	6	-	-	1	both	2724
contig_2725	63283	4	-	-	1	left	2725,-4867
contig_2727	53661	6	-	-	1	left	2727,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517,-13517
contig_2728	98014	3	-	-	1	both	2728
contig_2729	120377	4	-	-	1	both	2729
contig_2730	19299	4	-	-	1	both	2730
